Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-04-15-33-49-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_Billing.csv,52753,0,0,0.0,N,750Dn0000065tdYIAQ
