Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-12-20-53-49-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_QuoteDet.csv,57570,1851,0,3.215216258467952,N,750Dn0000066VrJIAU
