Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-14-10-44-38-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_OrderDet.csv,221767,4,0,0.0018036948689390216,N,750Dn0000066g0QIAQ
