Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-13-15-48-18-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_SCC_Contact.csv,323,0,0,0.0,N,750Dn0000066aQOIAY
