Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-14-09-44-17-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_SCC_ShipTo.csv,163,8,0,4.9079754601226995,N,750Dn0000066ef5IAA
