Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-13-16-34-19-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_SCC_Order.csv,1354,0,0,0.0,N,750Dn0000066aIkIAI
