Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-14-09-44-04-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_ShipTo.csv,6892,43,0,0.6239117817759722,N,750Dn0000066flbIAA
