Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-14-11-45-32-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_SCC_BillingDet.csv,8395,0,0,0.0,N,750Dn0000066gPfIAI
