Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-04-15-38-37-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_BillingDet.csv,240355,0,0,0.0,N,750Dn0000065teHIAQ
