Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-13-15-47-39-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_SCC_Customer.csv,159,0,0,0.0,N,750Dn0000066aeAIAQ
