Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-13-15-47-27-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_Customer.csv,6847,0,0,0.0,N,750Dn0000066ae5IAA
