Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-11-14-49-22-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_SCC_Quote.csv,969,1,0,0.10319917440660474,N,750Dn0000066NcpIAE
