Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-14-09-48-04-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_Order.csv,52480,1,0,0.0019054878048780487,N,750Dn0000066fmOIAQ
