Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-12-20-41-27-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_Quote.csv,10100,2,0,0.019801980198019802,N,750Dn0000066Vl6IAE
