Client,LoadDate,ErrorFile,RowsProcessed,TotalErrors,Recordlocks,ErrorRate,WarningFlag,Job
DesertPowder,23-04-11-12-38-42-,c:\MyProjects\Alias-SQL-Table-Loads\Output\ERROR_DCS_Contact.csv,6180,0,0,0.0,N,750Dn0000066N3rIAE
