ItemNo,PartNo,Qty1,Price1,JobNo,JobNotes,QuoteNo,Status,QuoteDet_ID,LookupValForOpp,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
1,STEEL TANK 12'X8' INSIDE/OUTSIDE ONLY,1,12660,NULL,,14299,EXP,SCC_26502,SCC_14299,1,Y,13:30.3,SCC_QuoteDet.csv,11/27/2018,STANDARD
2,SERIES N140 TNEMEC TANK WHITE,20,0,NULL,NULL,14299,EXP,SCC_26503,SCC_14299,2,Y,13:30.3,SCC_QuoteDet.csv,11/27/2018,STANDARD
1,"8"" SPOOL PIECES",24,105,NULL,,14300,EXP,SCC_26504,SCC_14300,3,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
2,SERIES N69 TNEMEC,2,50,NULL,NULL,14300,EXP,SCC_26505,SCC_14300,4,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
3,SERIES 73 TNEMEC,2,65,NULL,,14300,EXP,SCC_26506,SCC_14300,5,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
1,"2"" CARBON STEEL 45* ELBOW OUTSIDE ONLY",2,75,NULL,,14301,EXP,SCC_26516,SCC_14301,11,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
2,"2"" CARBON STEEL 90* ELBOW OUTSIDE ONLY",2,75,NULL,,14301,EXP,SCC_26517,SCC_14301,12,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
3,"2""X21' CARBON STEEL SPOOL OUTSIDE ONLY",3,126,NULL,,14301,EXP,SCC_26518,SCC_14301,13,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
4,EPA,1,33.9,NULL,,14301,EXP,SCC_26519,SCC_14301,14,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
5,SERIES N140 TNEMEC TANK WHITE,4,0,NULL,NULL,14301,EXP,SCC_26520,SCC_14301,15,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
1,"2"" CARBON STEEL 45* ELBOW INSIDE ONLY",2,75,NULL,,14302,EXP,SCC_26511,SCC_14302,6,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
2,"2"" CARBON STEEL 90* ELBOW INSIDE ONLY",2,75,NULL,,14302,EXP,SCC_26512,SCC_14302,7,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
3,"2""X21' CARBON STEEL SPOOL INSIDE ONLY",3,252,NULL,,14302,EXP,SCC_26513,SCC_14302,8,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
4,EPA,1,52.8,NULL,,14302,EXP,SCC_26514,SCC_14302,9,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
5,SERIES N140 TNEMEC TANK WHITE,4,0,NULL,NULL,14302,EXP,SCC_26515,SCC_14302,10,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
1,"SCH 40 SPOOL FLGXFLG 8""X1'7""",2,190,NULL,,14303,EXP,SCC_27196,SCC_14303,271,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
2,"SCH 40 SPOOL FLGXFLG 8""X2'",2,230,NULL,,14303,EXP,SCC_27197,SCC_14303,272,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
3,"SCH 40 SPOOL FLGXFLG 8""X3'4""",1,350,NULL,,14303,EXP,SCC_27198,SCC_14303,273,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
4,"SCH 40 SPOOL FLGXFLG 8""X8'4""",1,710,NULL,,14303,EXP,SCC_27199,SCC_14303,274,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
5,"SCH 40 SPOOL FLGXFLG 8""X2'4""",1,260,NULL,,14303,EXP,SCC_27200,SCC_14303,275,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
6,EPA,1,96.5,NULL,,14303,EXP,SCC_27201,SCC_14303,276,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
1,"8"" SPOOL PIECES",56,105,NULL,,14305,EXP,SCC_28093,SCC_14305,448,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
2,SERIES N69 TNEMEC,5,50,NULL,NULL,14305,EXP,SCC_28094,SCC_14305,449,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
3,SERIES 73 TNEMEC,5,65,NULL,,14305,EXP,SCC_28095,SCC_14305,450,Y,13:30.3,SCC_QuoteDet.csv,12/10/2018,STANDARD
1,"22"" ELBOW 90* FLGXFLG INSIDE ONLY",2,150,NULL,,14306,EXP,SCC_26614,SCC_14306,16,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
2,"PIPE SPOOL 22""X17.5' FLGXFLG INSIDE ONLY",1,855,NULL,,14306,EXP,SCC_26615,SCC_14306,17,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
3,"PIPE SPOOL 22""X16' FLGXFLG INSIDE ONLY",1,785,NULL,,14306,EXP,SCC_26616,SCC_14306,18,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
4,"24"" ELBOW 90* W/ REDUCER FLGXFLG INSIDE ONLY",1,175,NULL,,14306,EXP,SCC_26617,SCC_14306,19,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
5,"PIPE SPOOL 24""X9' FLGXFLG INSIDE ONLY",1,500,NULL,,14306,EXP,SCC_26618,SCC_14306,20,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
6,"24"" ELBOW 90* FLGXFLG INSIDE ONLY",1,150,NULL,,14306,EXP,SCC_26619,SCC_14306,21,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
7,"PIPE SPOOL 24""X15' FLGXFLG INSIDE ONLY",1,855,NULL,,14306,EXP,SCC_26620,SCC_14306,22,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
8,"PIPE SPOOL 24""X2' FLGXFLG INSIDE ONLY",2,100,NULL,,14306,EXP,SCC_26621,SCC_14306,23,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
9,"PIPE SPOOL 16""X2' FLGXFLG INSIDE ONLY",2,100,NULL,,14306,EXP,SCC_26622,SCC_14306,24,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
10,"PIPE SPOOL 10""X2' FLGXFLG INSIDE ONLY",2,100,NULL,,14306,EXP,SCC_26623,SCC_14306,25,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
11,"PIPE SPOOL 10""X6'5"" FLGXFLG INSIDE ONLY",2,185,NULL,,14306,EXP,SCC_26624,SCC_14306,26,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
12,"PIPE SPOOL 10""X2'6"" FLGXFLG INSIDE ONLY",2,100,NULL,,14306,EXP,SCC_26625,SCC_14306,27,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
13,"PIPE SPOOL 16""X40' FLGXFLG INSIDE ONLY",1,1400,NULL,,14306,EXP,SCC_26626,SCC_14306,28,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
14,"PIPE SPOOL 16""X28' FLGXFLG INSIDE ONLY",1,985,NULL,,14306,EXP,SCC_26627,SCC_14306,29,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
15,"16"" REDUCER FLGXFLG INSIDE ONLY",2,100,NULL,,14306,EXP,SCC_26628,SCC_14306,30,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
16,"PIPE SPOOL 16""X21' FLGXFLG INSIDE ONLY",1,750,NULL,,14306,EXP,SCC_26629,SCC_14306,31,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
17,"PIPE SPOOL 16""X4'5"" W/ELBOW FLGXFLG INSIDE ONLY",1,200,NULL,,14306,EXP,SCC_26630,SCC_14306,32,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
18,"16"" ELBOW 90* FLGXFLG INSIDE ONLY",1,100,NULL,,14306,EXP,SCC_26631,SCC_14306,33,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
19,"PIPE SPOOL 16""X4' W/ ELBOW 90* FLGXFLG INSIDE ONLY",1,280,NULL,,14306,EXP,SCC_26632,SCC_14306,34,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
20,"PIPE SPOOL 12""X9' FLGXFLG INSIDE ONLY",1,275,NULL,,14306,EXP,SCC_26633,SCC_14306,35,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
21,"PIPE SPOOL 12""X3'3"" FLGXFLG INSIDE ONLY",1,130,NULL,,14306,EXP,SCC_26634,SCC_14306,36,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
22,"12"" ELBOW 90* FLGXFLG INSIDE ONLY",2,100,NULL,,14306,EXP,SCC_26635,SCC_14306,37,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
23,"12"" ELBOW 45* FLGXFLG INSIDE ONLY",1,100,NULL,,14306,EXP,SCC_26636,SCC_14306,38,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
24,"12"" TEE FLGXFLGXFLG INSIDE ONLY",1,100,NULL,,14306,EXP,SCC_26637,SCC_14306,39,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
25,"PIPE SPOOL 12""X6'8"" FLGXFLG INSIDE ONLY",1,215,NULL,,14306,EXP,SCC_26638,SCC_14306,40,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
26,EPA,1,486.25,NULL,,14306,EXP,SCC_26639,SCC_14306,41,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
27,SERIES N140 TNEMEC TANK WHITE,16,0,NULL,NULL,14306,EXP,SCC_26640,SCC_14306,42,Y,13:30.3,SCC_QuoteDet.csv,12/11/2018,STANDARD
1,"22"" ELBOW 90* FLGXFLG OUTSIDE ONLY",2,150,NULL,,14307,EXP,SCC_26669,SCC_14307,43,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
2,"PIPE SPOOL 22""X17.5' FLGXFLG OUTSIDE ONLY",1,855,NULL,,14307,EXP,SCC_26670,SCC_14307,44,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
3,"PIPE SPOOL 22""X16' FLGXFLG OUTSIDE ONLY",1,785,NULL,,14307,EXP,SCC_26671,SCC_14307,45,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
4,"24"" ELBOW 90* W/ REDUCER FLGXFLG OUTSIDE ONLY",1,175,NULL,,14307,EXP,SCC_26672,SCC_14307,46,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
5,"PIPE SPOOL 24""X9' FLGXFLG OUTSIDE ONLY",1,500,NULL,,14307,EXP,SCC_26673,SCC_14307,47,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
6,"24"" ELBOW 90* FLGXFLG OUTSIDE ONLY",1,150,NULL,,14307,EXP,SCC_26674,SCC_14307,48,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
7,"PIPE SPOOL 24""X15' FLGXFLG OUTSIDE ONLY",1,855,NULL,,14307,EXP,SCC_26675,SCC_14307,49,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
8,"PIPE SPOOL 24""X2' FLGXFLG OUTSIDE ONLY",2,100,NULL,,14307,EXP,SCC_26676,SCC_14307,50,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
9,"PIPE SPOOL 16""X2' FLGXFLG OUTSIDE ONLY",2,100,NULL,,14307,EXP,SCC_26677,SCC_14307,51,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
10,"PIPE SPOOL 10""X2' FLGXFLG OUTSIDE ONLY",2,100,NULL,,14307,EXP,SCC_26678,SCC_14307,52,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
11,"PIPE SPOOL 10""X6'5"" FLGXFLG OUTSIDE ONLY",2,185,NULL,,14307,EXP,SCC_26679,SCC_14307,53,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
12,"PIPE SPOOL 10""X2'6"" FLGXFLG OUTSIDE ONLY",2,100,NULL,,14307,EXP,SCC_26680,SCC_14307,54,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
13,"PIPE SPOOL 16""X40' FLGXFLG OUTSIDE ONLY",1,1400,NULL,,14307,EXP,SCC_26681,SCC_14307,55,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
14,"PIPE SPOOL 16""X28' FLGXFLG OUTSIDE ONLY",1,985,NULL,,14307,EXP,SCC_26682,SCC_14307,56,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
15,"16"" REDUCER FLGXFLG OUTSIDE ONLY",2,100,NULL,,14307,EXP,SCC_26683,SCC_14307,57,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
16,"PIPE SPOOL 16""X21' FLGXFLG OUTSIDE ONLY",1,750,NULL,,14307,EXP,SCC_26684,SCC_14307,58,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
17,"PIPE SPOOL 16""X4'5"" W/ELBOW FLGXFLG OUTSIDE ONLY",1,200,NULL,,14307,EXP,SCC_26685,SCC_14307,59,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
18,"16"" ELBOW 90* FLGXFLG OUTSIDE ONLY",1,100,NULL,,14307,EXP,SCC_26686,SCC_14307,60,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
19,"PIPE SPOOL 16""X4' W/ELBOW 90* FLGXFLG OUTSIDE ONLY",1,280,NULL,,14307,EXP,SCC_26687,SCC_14307,61,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
20,"PIPE SPOOL 12""X9' FLGXFLG OUTSIDE ONLY",1,275,NULL,,14307,EXP,SCC_26688,SCC_14307,62,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
21,"PIPE SPOOL 12""X3'3"" FLGXFLG OUTSIDE ONLY",1,130,NULL,,14307,EXP,SCC_26689,SCC_14307,63,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
22,"12"" ELBOW 90* FLGXFLG OUTSIDE ONLY",2,100,NULL,,14307,EXP,SCC_26690,SCC_14307,64,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
23,"12"" ELBOW 45* FLGXFLG OUTSIDE ONLY",1,100,NULL,,14307,EXP,SCC_26691,SCC_14307,65,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
24,"12"" TEE FLGXFLGXFLG OUTSIDE ONLY",1,100,NULL,,14307,EXP,SCC_26692,SCC_14307,66,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
25,"PIPE SPOOL 12""X6'8"" FLGXFLG OUTSIDE ONLY",1,215,NULL,,14307,EXP,SCC_26693,SCC_14307,67,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
26,EPA,1,486.25,NULL,,14307,EXP,SCC_26694,SCC_14307,68,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
27,SERIES N140 TNEMEC TANK WHITE,8,0,NULL,NULL,14307,EXP,SCC_26695,SCC_14307,69,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
28,SERIES 1075 TNEMEC,8,0,NULL,NULL,14307,EXP,SCC_26696,SCC_14307,70,Y,13:30.3,SCC_QuoteDet.csv,12/12/2018,STANDARD
1,TANK 6'X8' INSIDE AND OUTSIDE ONLY,2,6782,NULL,,14308,EXP,SCC_26697,SCC_14308,71,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
2,PLASITE 4110 CARBOLINE,6,0,NULL,,14308,EXP,SCC_26698,SCC_14308,72,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
3,SERIES N69 TNEMEC,4,0,NULL,NULL,14308,EXP,SCC_26699,SCC_14308,73,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
1,TANK 6'X8' INSIDE AND OUTSIDE ONLY,2,6782,NULL,,14309,EXP,SCC_26700,SCC_14309,74,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
2,PLASITE 4110 CARBOLINE,6,0,NULL,,14309,EXP,SCC_26701,SCC_14309,75,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
3,SERIES N69 TNEMEC,4,0,NULL,NULL,14309,EXP,SCC_26702,SCC_14309,76,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
1,TANK 6'X6' INSIDE AND OUTSIDE ONLY,2,5100,NULL,,14310,EXP,SCC_26703,SCC_14310,77,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
2,PLASITE 4110 CARBOLINE,6,0,NULL,,14310,EXP,SCC_26704,SCC_14310,78,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
3,SERIES N69 TNEMEC,4,0,NULL,NULL,14310,EXP,SCC_26705,SCC_14310,79,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
1,"3"" LIFT STATION SPOOL PIECES",40,95,NULL,,14311,EXP,SCC_26723,SCC_14311,80,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
2,"3"" VAULT SPOOL PIECES",18,95,NULL,,14311,EXP,SCC_26724,SCC_14311,81,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
3,"5"" MAG METER VAULT",5,95,NULL,,14311,EXP,SCC_26725,SCC_14311,82,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
5,"4""X78"" BOLLARD",9,95,NULL,,14311,EXP,SCC_26726,SCC_14311,83,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
6,MACROPOXY 646 FC SHERWIN,2,50,NULL,NULL,14311,EXP,SCC_26727,SCC_14311,84,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
7,HI-SOLIDS POLY GLOSS SHERWIN,1,100,NULL,NULL,14311,EXP,SCC_26728,SCC_14311,85,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
9,PROTECTO 431 INDURON,6,105,NULL,,14311,EXP,SCC_26729,SCC_14311,86,Y,13:30.3,SCC_QuoteDet.csv,12/17/2018,STANDARD
1,24' CAT WALK BLAST ONLY,12,510,NULL,,14312,EXP,SCC_26730,SCC_14312,87,Y,13:30.3,SCC_QuoteDet.csv,12/18/2018,STANDARD
6,MACROPOXY 646 FC SHERWIN,6,50,NULL,NULL,14313,EXP,SCC_26731,SCC_14313,88,Y,13:30.3,SCC_QuoteDet.csv,12/20/2018,STANDARD
7,HI-SOLIDS POLY GLOSS SHERWIN,6,100,NULL,NULL,14313,EXP,SCC_26732,SCC_14313,89,Y,13:30.3,SCC_QuoteDet.csv,12/20/2018,STANDARD
9,PROTECTO 401 INDURON,12,105,NULL,,14313,EXP,SCC_26733,SCC_14313,90,Y,13:30.3,SCC_QuoteDet.csv,12/20/2018,STANDARD
1,"6"" VADOSE ZONE RECHARGE WELL",60,165,NULL,,14313,EXP,SCC_26734,SCC_14313,91,Y,13:30.3,SCC_QuoteDet.csv,12/20/2018,STANDARD
1,"SPOOL 96""X4'",8,2825,NULL,,14314,EXP,SCC_26735,SCC_14314,92,Y,13:30.3,SCC_QuoteDet.csv,12/21/2018,STANDARD
2,SERIES 22 EPOXOLINE TNEMEC,40,0,NULL,NULL,14314,EXP,SCC_26736,SCC_14314,93,Y,13:30.3,SCC_QuoteDet.csv,1/8/2020,STANDARD
3,SERIES 94-H20 TNEMEC,6,0,NULL,NULL,14314,EXP,SCC_26737,SCC_14314,94,Y,13:30.3,SCC_QuoteDet.csv,12/21/2018,STANDARD
1,"10000A-HSS 3""X3""X9'7""",2,28.75,NULL,,14315,EXP,SCC_26738,SCC_14315,95,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
2,"10001A-HSS 3""X3""X9'7""",2,28.75,NULL,,14315,EXP,SCC_26739,SCC_14315,96,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
3,10101A-W12X22X13',2,108,NULL,,14315,EXP,SCC_26740,SCC_14315,97,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
4,"10102A-W8X10X5'11""",5,40,NULL,,14315,EXP,SCC_26741,SCC_14315,98,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
5,"10103A-W8X10X5'8""",2,38.5,NULL,,14315,EXP,SCC_26742,SCC_14315,99,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
6,"10104A-W12X22X29'8""",1,250,NULL,,14315,EXP,SCC_26743,SCC_14315,100,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
7,"10105A-W12X22X29'8""",1,250,NULL,,14315,EXP,SCC_26744,SCC_14315,101,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
8,"10106A-W12X22X26'7""",2,225,NULL,,14315,EXP,SCC_26745,SCC_14315,102,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
9,"10500A-L2X2X5'4""",1,16.5,NULL,,14315,EXP,SCC_26746,SCC_14315,103,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
10,"10501A-L2X2X10'11""",1,33,NULL,,14315,EXP,SCC_26747,SCC_14315,104,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
11,"10502A-L2X2X5'4""",1,16.5,NULL,,14315,EXP,SCC_26748,SCC_14315,105,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
12,"10503A-L2X2X5'4""",1,16.5,NULL,,14315,EXP,SCC_26749,SCC_14315,106,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
13,"10504A-L2X2X10'11""",1,33,NULL,,14315,EXP,SCC_26750,SCC_14315,107,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
14,"10505A-L2X2X5'4""",1,16.5,NULL,,14315,EXP,SCC_26751,SCC_14315,108,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
15,MACROPOXY 646 FC SHERWIN,4,50,NULL,NULL,14315,EXP,SCC_26752,SCC_14315,109,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
1,"2"" 150# THD BLACK MALLEABLE 90'S",24,30,65796-01,,14316,WON,SCC_26768,SCC_14316,110,Y,13:30.3,SCC_QuoteDet.csv,9/10/2018,STANDARD
2,"2"" 150# RF THREADED FLANGES",6,20,65796-02,,14316,WON,SCC_26769,SCC_14316,111,Y,13:30.3,SCC_QuoteDet.csv,9/10/2018,STANDARD
3,"2"" 150# THD BLACK MALLEABLE COUPLINGS",6,30,65796-03,,14316,WON,SCC_26770,SCC_14316,112,Y,13:30.3,SCC_QuoteDet.csv,9/10/2018,STANDARD
4,"2"" STEEL PIPE",105,18,65796-04,,14316,WON,SCC_26771,SCC_14316,113,Y,13:30.3,SCC_QuoteDet.csv,9/10/2018,STANDARD
5,SERIES N140 TNEMEC TANK WHITE,8,0,65796-05,NULL,14316,WON,SCC_26772,SCC_14316,114,Y,13:30.3,SCC_QuoteDet.csv,9/10/2018,STANDARD
1,"7100A-W8X18X16'5""",3,148.5,NULL,,14317,EXP,SCC_26882,SCC_14317,115,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
2,7101A-W8X18X27',2,243,NULL,,14317,EXP,SCC_26883,SCC_14317,116,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
3,"7801A-L4X3X14'9""",1,52.15,NULL,,14317,EXP,SCC_26884,SCC_14317,117,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
4,"7802A-L4X3X6'10""",2,24.15,NULL,,14317,EXP,SCC_26885,SCC_14317,118,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
5,"7803A-PLATE 1'X4.5""",12,5,NULL,,14317,EXP,SCC_26886,SCC_14317,119,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
6,"7804A-L4X3X6'6""",4,22.75,NULL,,14317,EXP,SCC_26887,SCC_14317,120,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
7,"7805A-L4X3X4'10""",2,17.15,NULL,,14317,EXP,SCC_26888,SCC_14317,121,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
8,"7807A-L4X3X9'8""",2,34.3,NULL,,14317,EXP,SCC_26889,SCC_14317,122,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
9,"7809A-L4X3X7'3""",1,25.55,NULL,,14317,EXP,SCC_26890,SCC_14317,123,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
10,"7810A-L4X3X6'11""",2,42,NULL,,14317,EXP,SCC_26891,SCC_14317,124,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
11,7812A-L4X3X15',1,52.5,NULL,,14317,EXP,SCC_26892,SCC_14317,125,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
12,"7813A-PIPE BOLLARD 4""X7'",3,25,NULL,,14317,EXP,SCC_26893,SCC_14317,126,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
13,"7814A-L4X3X7'2""",3,24.5,NULL,,14317,EXP,SCC_26894,SCC_14317,127,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
14,"7900A-TIE RODS 1'5""X3""",24,6,NULL,,14317,EXP,SCC_26895,SCC_14317,128,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
15,MACROPOXY 646 FC SHERWIN,4,50,NULL,NULL,14317,EXP,SCC_26896,SCC_14317,129,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
1,5100A-W12X22X25',2,250,NULL,,14318,EXP,SCC_26897,SCC_14318,130,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
2,5101A-W12X22X25',2,250,NULL,,14318,EXP,SCC_26898,SCC_14318,131,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
3,5102A-C8X11.5X6',1,36,NULL,,14318,EXP,SCC_26899,SCC_14318,132,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
4,"5103A-C8X11.5X6'6""",2,39,NULL,,14318,EXP,SCC_26900,SCC_14318,133,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
5,5104A-C8X11.5X6',1,36,NULL,,14318,EXP,SCC_26901,SCC_14318,134,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
6,"5800A-L4X3X19'8""",1,34,NULL,,14318,EXP,SCC_26902,SCC_14318,135,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
7,5801A-L4X3X3',1,10.5,NULL,,14318,EXP,SCC_26903,SCC_14318,136,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
8,5802A-L4X3X4',1,14,NULL,,14318,EXP,SCC_26904,SCC_14318,137,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
9,5803A-PL.5X6X4',1,15,NULL,,14318,EXP,SCC_26905,SCC_14318,138,Y,13:30.3,SCC_QuoteDet.csv,12/27/2018,STANDARD
