ItemNo,PartNo,Qty1,Price1,JobNo,JobNotes,QuoteNo,Status,QuoteDet_ID,LookupValForOpp,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
1,BEAMS W14X38 (3002M1),1,80,1510-01,,14558,WON,SCC_33016,SCC_14558,1883,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
2,BEAMS W14X38 (3001M2),7,80,1510-02,,14558,WON,SCC_33017,SCC_14558,1884,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
3,BEAMS W14X38 (3001M3),2,80,1510-03,,14558,WON,SCC_33018,SCC_14558,1885,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
4,BEAMS W14X38 (3001M4),3,80,1510-04,,14558,WON,SCC_33019,SCC_14558,1886,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
5,BEAMS W14X38 (3001M5),1,80,1510-05,,14558,WON,SCC_33020,SCC_14558,1887,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
6,BEAMS W14X38 (3001M6),9,80,1510-06,,14558,WON,SCC_33021,SCC_14558,1888,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
7,BEAMS W14X38 (3001M7),2,80,1510-07,,14558,WON,SCC_33022,SCC_14558,1889,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
8,BEAMS W14X38 (3002M1),5,80,1510-08,,14558,WON,SCC_33023,SCC_14558,1890,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
9,BEAMS W14X38 (3002M2),2,80,1510-09,,14558,WON,SCC_33024,SCC_14558,1891,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
10,BEAMS W14X38 (3002M3),2,80,1510-10,,14558,WON,SCC_33025,SCC_14558,1892,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
11,BEAMS W14X38 (3002M4),2,80,1510-11,,14558,WON,SCC_33026,SCC_14558,1893,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
12,BEAMS W14X38 (3002M5),1,80,1510-12,,14558,WON,SCC_33027,SCC_14558,1894,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
13,BEAMS W14X38 (3002M6),1,80,1510-13,,14558,WON,SCC_33028,SCC_14558,1895,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
14,BEAMS W14X38 (3002M7),1,80,1510-14,,14558,WON,SCC_33029,SCC_14558,1896,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
15,TNEMIC SERIES 394 PERIMEPRIME,18,100,1510-15,,14558,WON,SCC_33030,SCC_14558,1897,Y,13:30.3,SCC_QuoteDet.csv,2/27/2020,STANDARD
1,"PER PLATE 36"" TALL VARIOUS WIDTHS",29,61.25,1522-01,NULL,14559,WON,SCC_33586,SCC_14559,1995,Y,13:30.3,SCC_QuoteDet.csv,3/25/2020,STANDARD
2,"STEEL POST ANGLE 2""X2""X1/4""X36""",58,10.49,1544-01,NULL,14559,WON,SCC_33587,SCC_14559,1996,Y,13:30.3,SCC_QuoteDet.csv,4/20/2020,STANDARD
3,SERIES 69 HI-BUILD EPOXOLINE,4,0,1544-02,NULL,14559,WON,SCC_33588,SCC_14559,1997,Y,13:30.3,SCC_QuoteDet.csv,4/20/2020,STANDARD
4,EPA,1,169.23,1522-04,,14559,WON,SCC_33589,SCC_14559,1998,Y,13:30.3,SCC_QuoteDet.csv,3/25/2020,STANDARD
5,SERIES 72 ENDURA-SHIELD,1,1000,1544-03,,14559,WON,SCC_33590,SCC_14559,1999,Y,13:30.3,SCC_QuoteDet.csv,4/20/2020,STANDARD
1,"PER PLATE 36"" TALL VARIOUS WIDTHS",38,78.75,1870-01,NULL,14561,WON,SCC_35170,SCC_14561,2358,Y,13:30.3,SCC_QuoteDet.csv,3/31/2021,STANDARD
2,"STEEL POST ANGLE 2""X2""X1/4""X36""",70,13.11,1708-01,NULL,14561,WON,SCC_35171,SCC_14561,2359,Y,13:30.3,SCC_QuoteDet.csv,10/21/2020,STANDARD
3,"KNIFE PLATE 8""X6""X1/4",45,12,1708-02,Two Coats of N69,14561,WON,SCC_35172,SCC_14561,2360,Y,13:30.3,SCC_QuoteDet.csv,10/21/2020,STANDARD
4,SERIES 69 HI-BUILD EPOXOLINE,12,0,1870-02,NULL,14561,WON,SCC_35173,SCC_14561,2361,Y,13:30.3,SCC_QuoteDet.csv,3/31/2021,STANDARD
6,EPA,1,222.51,1708-04,,14561,WON,SCC_35174,SCC_14561,2362,Y,13:30.3,SCC_QuoteDet.csv,10/21/2020,STANDARD
1,"PER PLATE 36"" TALL VARIOUS WIDTHS",48,78.75,NULL,NULL,14562,EXP,SCC_35175,SCC_14562,2363,Y,13:30.3,SCC_QuoteDet.csv,6/17/2020,STANDARD
2,"STEEL POST ANGLE 2""X2""X1/4""X36""",96,13.11,NULL,NULL,14562,EXP,SCC_35176,SCC_14562,2364,Y,13:30.3,SCC_QuoteDet.csv,6/17/2020,STANDARD
3,"KNIFE PLATE 8""X6""X1/4",60,12,NULL,Two Coats of N69,14562,EXP,SCC_35177,SCC_14562,2365,Y,13:30.3,SCC_QuoteDet.csv,9/28/2020,STANDARD
4,SERIES 69 HI-BUILD EPOXOLINE,14,0,1716-01,NULL,14562,WON,SCC_35178,SCC_14562,2366,Y,13:30.3,SCC_QuoteDet.csv,11/3/2020,STANDARD
5,EPA,1,287.93,1716-02,,14562,WON,SCC_35179,SCC_14562,2367,Y,13:30.3,SCC_QuoteDet.csv,11/3/2020,STANDARD
1,"PER PLATE 36"" TALL VARIOUS WIDTHS",12,61.25,NULL,NULL,14565,EXP,SCC_33166,SCC_14565,1907,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
2,"STEEL POST ANGLE 2""X2""X1/4""X36""",24,10.49,NULL,NULL,14565,EXP,SCC_33167,SCC_14565,1908,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
3,SERIES 69 HI-BUILD EPOXOLINE,2,0,NULL,NULL,14565,EXP,SCC_33168,SCC_14565,1909,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
4,TNEMEC SERIES 72 ENDURA-SHIELD,1,1000,NULL,NULL,14565,EXP,SCC_33169,SCC_14565,1910,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
5,EPA,1,99.34,NULL,,14565,EXP,SCC_33170,SCC_14565,1911,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
1,"PER PLATE 36"" TALL VARIOUS WIDTHS",19,78.75,NULL,NULL,14566,EXP,SCC_34723,SCC_14566,2251,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
2,"STEEL POST ANGLE 2""X2""X1/4""X36""",38,13.11,NULL,NULL,14566,EXP,SCC_34724,SCC_14566,2252,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
3,EPA,1,138.63,NULL,,14566,EXP,SCC_34725,SCC_14566,2253,Y,13:30.3,SCC_QuoteDet.csv,7/23/2020,STANDARD
4,"STEEL ANGLE 20'X2""X3""",4,80,NULL,NULL,14566,EXP,SCC_34726,SCC_14566,2254,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
5,MOUNTING BRACKET,24,10,NULL,,14566,EXP,SCC_34727,SCC_14566,2255,Y,13:30.3,SCC_QuoteDet.csv,7/23/2020,STANDARD
7,SERIES 69 HI-BUILD EPOXOLINE,4,54.54,NULL,NULL,14566,EXP,SCC_34728,SCC_14566,2256,Y,13:30.3,SCC_QuoteDet.csv,6/18/2020,STANDARD
1,O & M BUILDING,1,6582,NULL,,14567,EXP,SCC_33104,SCC_14567,1901,Y,13:30.3,SCC_QuoteDet.csv,4/21/2020,STANDARD
2,LIGHT GAUGE CEE'S AND ZEE'S,1,17480,NULL,,14567,EXP,SCC_33105,SCC_14567,1902,Y,13:30.3,SCC_QuoteDet.csv,4/21/2020,STANDARD
3,OIL STORAGE BUILDING,1,1648,NULL,,14567,EXP,SCC_33106,SCC_14567,1903,Y,13:30.3,SCC_QuoteDet.csv,4/21/2020,STANDARD
4,LIGHT GAUGE CEE'S AND ZEE'S IN  OIL BLDG,1,4570,NULL,,14567,EXP,SCC_33107,SCC_14567,1904,Y,13:30.3,SCC_QuoteDet.csv,4/21/2020,STANDARD
1,OPTION 1 REPAIR CRACKS,1,0,NULL,,14569,EXP,SCC_33109,SCC_14569,1905,Y,13:30.3,SCC_QuoteDet.csv,4/17/2020,STANDARD
1,LABOR AND MATERIALS PAINT TOUCH UP,360,65,NULL,,14570,EXP,SCC_33116,SCC_14570,1906,Y,13:30.3,SCC_QuoteDet.csv,7/1/2020,STANDARD
1,TANK 144 CRACK REPAIR,1,4250,1521-01,,14571,WON,SCC_33201,SCC_14571,1912,Y,13:30.3,SCC_QuoteDet.csv,3/17/2020,STANDARD
1,SONORAN RIDGE BPS PIPING REHAB,1,0,NULL,,14572,EXP,SCC_33202,SCC_14572,1913,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
2,LABOR,1,4810,NULL,,14572,EXP,SCC_33203,SCC_14572,1914,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
3,SUNDRIES,1,715,NULL,NULL,14572,EXP,SCC_33204,SCC_14572,1915,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
4,MATERIALS,1,1255,NULL,,14572,EXP,SCC_33205,SCC_14572,1916,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
6,SERIES 1075 TNEMEC,5,0,NULL,NULL,14572,EXP,SCC_33206,SCC_14572,1917,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
7,SERIES 69 HI-BUILD EPOXOLINE,6,0,NULL,NULL,14572,EXP,SCC_33207,SCC_14572,1918,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
1,ABRASIVE BLAST ICRI CSP5,1,2000,1943-01,NULL,14573,WON,SCC_36362,SCC_14573,2708,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
2,COATING APPLICATION SERIES 201,1,2000,1943-02,NULL,14573,WON,SCC_36363,SCC_14573,2709,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
3,COATING APPLICATION SERIES 237C,1,2000,1943-03,NULL,14573,WON,SCC_36364,SCC_14573,2710,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
4,COATING APPLICATION SERIES 237C RESIN,1,3000,1943-04,NULL,14573,WON,SCC_36365,SCC_14573,2711,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
5,COATING APPLICATION SERIES 208,1,1000,1943-05,NULL,14573,WON,SCC_36366,SCC_14573,2712,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
7,VISUAL INSPECTION,1,1360,1943-07,NULL,14573,WON,SCC_36367,SCC_14573,2713,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
8,SERIES 201 TNEMEC,4,0,1943-08,NULL,14573,WON,SCC_36368,SCC_14573,2714,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
9,SERIES 208 TNEMEC,6,0,1943-09,NULL,14573,WON,SCC_36369,SCC_14573,2715,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
6,FENCE,1,3784,1943-06,,14573,WON,SCC_36370,SCC_14573,2716,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
10,ADDITIONAL COST TO APPLY TNEMEC 290,1,1495,1943-10,,14573,WON,SCC_36371,SCC_14573,2717,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
11,COST TO APPLY 431 ON FORCE MAN PIPE,1,2150,1942-01,,14573,WON,SCC_36372,SCC_14573,2718,Y,13:30.3,SCC_QuoteDet.csv,5/20/2021,STANDARD
1,STAIRS AND LANDINGS,1,7500,1570-01,NULL,14576,WON,SCC_33269,SCC_14576,1919,Y,13:30.3,SCC_QuoteDet.csv,5/22/2020,STANDARD
2,SANDBLASTING,1,0,1570-02,,14576,WON,SCC_33270,SCC_14576,1920,Y,13:30.3,SCC_QuoteDet.csv,5/22/2020,STANDARD
3,FUEL,1,0,NULL,NULL,14576,EXP,SCC_33271,SCC_14576,1921,Y,13:30.3,SCC_QuoteDet.csv,7/16/2020,STANDARD
4,SUNDRIES,1,0,NULL,NULL,14576,EXP,SCC_33272,SCC_14576,1922,Y,13:30.3,SCC_QuoteDet.csv,7/16/2020,STANDARD
1,ABRASIVE BLAST STEEL TANK SP10,1,0,NULL,NULL,14577,EXP,SCC_33330,SCC_14577,1923,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
2,COATING APPLICATION SERIES N140 12 MIL,1,0,NULL,NULL,14577,EXP,SCC_33331,SCC_14577,1924,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
3,PAINT THICKNESS TESTING OVER 1000,1,0,NULL,NULL,14577,EXP,SCC_33332,SCC_14577,1925,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
4,HOLIDAY TEST,1,0,NULL,NULL,14577,EXP,SCC_33333,SCC_14577,1926,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
5,VISUAL INSPECTION,1,0,NULL,NULL,14577,EXP,SCC_33334,SCC_14577,1927,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
6,SONORAN MOUNTAIN RANCH RESERVOIR 2,1,117885.6,NULL,NULL,14577,EXP,SCC_33335,SCC_14577,1928,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
7,SERIES N140 TNEMEC TANK WHITE,200,0,NULL,NULL,14577,EXP,SCC_33336,SCC_14577,1929,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
1,ABRASIVE BLAST STEEL TANK SP10,1,0,NULL,NULL,14578,EXP,SCC_33337,SCC_14578,1930,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
2,COATING APPLICATION SERIES 22 16-20 MILS,1,0,NULL,NULL,14578,EXP,SCC_33338,SCC_14578,1931,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
3,PAINT THICKNESS TESTING OVER 1000,1,0,NULL,NULL,14578,EXP,SCC_33339,SCC_14578,1932,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
4,HOLIDAY TEST,1,0,NULL,NULL,14578,EXP,SCC_33340,SCC_14578,1933,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
5,VISUAL INSPECTION,1,0,NULL,NULL,14578,EXP,SCC_33341,SCC_14578,1934,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
6,SONORAN MOUNTAIN RANCH RESERVOIR 2 PLURAL,1,147357,NULL,NULL,14578,EXP,SCC_33342,SCC_14578,1935,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
7,SERIES 22 EPOXOLINE TNEMEC,200,0,NULL,NULL,14578,EXP,SCC_33343,SCC_14578,1936,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
1,ABRASIVE BLAST STEEL TANK SP10,1,0,NULL,NULL,14579,EXP,SCC_33344,SCC_14579,1937,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
2,COATING APPLICATION SERIES N140 12 MIL,1,0,NULL,NULL,14579,EXP,SCC_33345,SCC_14579,1938,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
3,PAINT THICKNESS TESTING OVER 1000,1,0,NULL,NULL,14579,EXP,SCC_33346,SCC_14579,1939,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
4,HOLIDAY TEST,1,0,NULL,NULL,14579,EXP,SCC_33347,SCC_14579,1940,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
5,VISUAL INSPECTION,1,0,NULL,NULL,14579,EXP,SCC_33348,SCC_14579,1941,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
6,SONORAN MOUNTAIN RANCH RESERVOIR 2 W/ROOF,1,199192,NULL,NULL,14579,EXP,SCC_33349,SCC_14579,1942,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
7,SERIES N140 TNEMEC TANK WHITE,360,0,NULL,NULL,14579,EXP,SCC_33350,SCC_14579,1943,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
1,ABRASIVE BLAST STEEL TANK SP10,1,0,NULL,NULL,14580,EXP,SCC_33358,SCC_14580,1944,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
2,COATING APPLICATION SERIES 22 16-20 MILS,1,0,NULL,NULL,14580,EXP,SCC_33359,SCC_14580,1945,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
3,PAINT THICKNESS TESTING OVER 1000,1,0,NULL,NULL,14580,EXP,SCC_33360,SCC_14580,1946,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
4,HOLIDAY TEST,1,0,NULL,NULL,14580,EXP,SCC_33361,SCC_14580,1947,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
5,VISUAL INSPECTION,1,0,NULL,NULL,14580,EXP,SCC_33362,SCC_14580,1948,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
6,SONORAN MOUNTAIN RANCH RESERVOIR 2 PLURAL W/ROOF,1,248990,NULL,NULL,14580,EXP,SCC_33363,SCC_14580,1949,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
7,SERIES 22 EPOXOLINE TNEMEC,400,0,NULL,NULL,14580,EXP,SCC_33364,SCC_14580,1950,Y,13:30.3,SCC_QuoteDet.csv,7/27/2020,STANDARD
1,BYPASS PIPING,1,850,NULL,,14581,EXP,SCC_33365,SCC_14581,1951,Y,13:30.3,SCC_QuoteDet.csv,4/13/2020,STANDARD
1,LABOR,1,1560,NULL,,14582,EXP,SCC_33366,SCC_14582,1952,Y,13:30.3,SCC_QuoteDet.csv,5/18/2020,STANDARD
2,MATERIALS,1,275,NULL,,14582,EXP,SCC_33367,SCC_14582,1953,Y,13:30.3,SCC_QuoteDet.csv,5/18/2020,STANDARD
3,MISC SUNDRIES,1,500,NULL,,14582,EXP,SCC_33368,SCC_14582,1954,Y,13:30.3,SCC_QuoteDet.csv,5/18/2020,STANDARD
4,DIESEL,1,115,NULL,,14582,EXP,SCC_33369,SCC_14582,1955,Y,13:30.3,SCC_QuoteDet.csv,5/18/2020,STANDARD
2,P1002 P1028 P1029,240,4,NULL,NULL,14584,EXP,SCC_34322,SCC_14584,2159,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
3,P1013 P1014 P1019 P1026,60,45,NULL,NULL,14584,EXP,SCC_34323,SCC_14584,2160,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
4,P1032 P1033 P 1034 P1035,48,18,NULL,NULL,14584,EXP,SCC_34324,SCC_14584,2161,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
5,P1043 P1044 P1045,1872,3,NULL,NULL,14584,EXP,SCC_34325,SCC_14584,2162,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
6,P1049 P1050,25,16,NULL,NULL,14584,EXP,SCC_34326,SCC_14584,2163,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
7,CARBOZINC 859,20,0,NULL,NULL,14584,EXP,SCC_34327,SCC_14584,2164,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
8,EPA,1,527,NULL,,14584,EXP,SCC_34328,SCC_14584,2165,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
1,BEAMS W12X45 39',112,520,NULL,,14585,EXP,SCC_33391,SCC_14585,1956,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
2,BEAMS W12X45 20',112,267.5,NULL,,14585,EXP,SCC_33392,SCC_14585,1957,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
3,CARBOZINC 859,175,0,NULL,NULL,14585,EXP,SCC_33393,SCC_14585,1958,Y,13:30.3,SCC_QuoteDet.csv,7/29/2020,STANDARD
1,"ARCONIC UBE RACK 14"" & 10""",1,3713.35,NULL,NULL,14586,EXP,SCC_33394,SCC_14586,1959,Y,13:30.3,SCC_QuoteDet.csv,7/30/2020,STANDARD
2,MISC SUNDRIES,1,236.65,NULL,,14586,EXP,SCC_33395,SCC_14586,1960,Y,13:30.3,SCC_QuoteDet.csv,7/30/2020,STANDARD
1,"10"" ARCONIC RACK",1,495,NULL,NULL,14587,EXP,SCC_33396,SCC_14587,1961,Y,13:30.3,SCC_QuoteDet.csv,7/30/2020,STANDARD
2,"14"" ARCONIC UBE RACK",1,495,NULL,NULL,14587,EXP,SCC_33397,SCC_14587,1962,Y,13:30.3,SCC_QuoteDet.csv,7/30/2020,STANDARD
1,SURFACE PREPARATION SSPC SPC10,1,2925.05,NULL,NULL,14588,EXP,SCC_33408,SCC_14588,1963,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
2,BLAST MEDIA,1,2000,NULL,,14588,EXP,SCC_33409,SCC_14588,1964,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
3,SERIES 90-97 TNEMEC,35,88.57,NULL,NULL,14588,EXP,SCC_33410,SCC_14588,1965,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
4,COATING APPLICATION 2.5-3.5 MILS DFT,1,4100,NULL,NULL,14588,EXP,SCC_33411,SCC_14588,1966,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
5,HANDLING,1,1000,NULL,NULL,14588,EXP,SCC_33412,SCC_14588,1967,Y,13:30.3,SCC_QuoteDet.csv,5/4/2020,STANDARD
1,VESSEL FLOOR,1,0,1538-01,NULL,14589,WON,SCC_35068,SCC_14589,2308,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
2,VESSEL EXTERIOR,1,0,1538-02,NULL,14589,WON,SCC_35069,SCC_14589,2309,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
3,VESSEL EXTERIOR,1,0,1538-03,NULL,14589,WON,SCC_35070,SCC_14589,2310,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
4,PIPING EXTERIOR,1,0,1677-01,NULL,14589,WON,SCC_35071,SCC_14589,2311,Y,13:30.3,SCC_QuoteDet.csv,9/15/2020,STANDARD
5,LABOR,1,10400,1538-05,,14589,WON,SCC_35072,SCC_14589,2312,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
6,MEK,1,200,1538-06,NULL,14589,WON,SCC_35073,SCC_14589,2313,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
7,FUEL,1,140,1538-07,NULL,14589,WON,SCC_35074,SCC_14589,2314,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
8,SMALL TOOLS,1,500,1538-08,,14589,WON,SCC_35075,SCC_14589,2315,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
9,MISC SUNDRIES,1,1000,1538-09,,14589,WON,SCC_35076,SCC_14589,2316,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
10,MATERIALS,1,1905,1538-10,,14589,WON,SCC_35077,SCC_14589,2317,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
11,SERIES 22 EPOXOLINE TNEMEC,6,0,1538-11,NULL,14589,WON,SCC_35078,SCC_14589,2318,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
12,SERIES 69 HI-BUILD EPOXOLINE,6,0,1677-02,NULL,14589,WON,SCC_35079,SCC_14589,2319,Y,13:30.3,SCC_QuoteDet.csv,9/15/2020,STANDARD
13,SERIES 1075 TNEMEC,15,0,1677-03,NULL,14589,WON,SCC_35080,SCC_14589,2320,Y,13:30.3,SCC_QuoteDet.csv,9/15/2020,STANDARD
1,PIPING EXTERIOR,1,0,NULL,NULL,14590,EXP,SCC_33426,SCC_14590,1968,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
2,LABOR,1,6240,NULL,,14590,EXP,SCC_33427,SCC_14590,1969,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
3,MATERIAL COST,1,1374,NULL,,14590,EXP,SCC_33428,SCC_14590,1970,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
4,MISC SUNDRIES,1,756,NULL,,14590,EXP,SCC_33429,SCC_14590,1971,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
5,SMALL TOOLS,1,400,NULL,,14590,EXP,SCC_33430,SCC_14590,1972,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
6,FUEL,1,200,NULL,NULL,14590,EXP,SCC_33431,SCC_14590,1973,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
7,SERIES 1075 TNEMEC,8,0,NULL,NULL,14590,EXP,SCC_33432,SCC_14590,1974,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
8,SERIES 69 HI-BUILD EPOXOLINE,10,0,NULL,NULL,14590,EXP,SCC_33433,SCC_14590,1975,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
9,MEK,5,0,NULL,NULL,14590,EXP,SCC_33434,SCC_14590,1976,Y,13:30.3,SCC_QuoteDet.csv,5/12/2020,STANDARD
1,FENCE SECTIONS,12,0,1537-01,,14591,WON,SCC_33435,SCC_14591,1977,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
2,LABOR,1,1040,1537-02,,14591,WON,SCC_33436,SCC_14591,1978,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
3,BLAST MEDIA,1,600,1537-03,,14591,WON,SCC_33437,SCC_14591,1979,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
4,COATING LABOR,1,2080,1537-04,,14591,WON,SCC_33438,SCC_14591,1980,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
5,COATING MATERIAL,1,2080,1537-05,,14591,WON,SCC_33439,SCC_14591,1981,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
6,HANDLING,1,200,1537-06,NULL,14591,WON,SCC_33440,SCC_14591,1982,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
8,AMERLOCK 2 EPOXY PPG,15,0,1537-07,NULL,14591,WON,SCC_33441,SCC_14591,1983,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
9,AMERSHIELD PPG RAL 8015 CHESTNUT BROWN,10,0,1537-08,,14591,WON,SCC_33442,SCC_14591,1984,Y,13:30.3,SCC_QuoteDet.csv,4/3/2020,STANDARD
1,VESSEL COATING,1,2535,NULL,NULL,14592,EXP,SCC_33443,SCC_14592,1985,Y,13:30.3,SCC_QuoteDet.csv,5/20/2020,STANDARD
2,PLASITE 7156 CARBOLINE,4,0,NULL,3 Component kit- Mix Part A and Part C completely add Part B mix and wait 30 minutes,14592,EXP,SCC_33444,SCC_14592,1986,Y,13:30.3,SCC_QuoteDet.csv,5/20/2020,STANDARD
3,HI-SOLIDS POLY SG SHERWIN GREY,3,0,NULL,NULL,14592,EXP,SCC_33445,SCC_14592,1987,Y,13:30.3,SCC_QuoteDet.csv,5/20/2020,STANDARD
