Error,,QtyOrdered,UnitPrice,PartDesc,Revision,JobNo,Status,QuoteNo,OrderDet_ID,LookupValToOrder,DummyAssetID,DummyPriceBookID,WorkCode,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
INVALID_FIELD:Foreign key external ID: dcs_25675 not found for field Order_Number__c in entity WorkOrder:--,58320,1,35.0,AZ Iron End Table Slotted 42''X7' Grand Canyon or Signature,,49007-01,Closed,???,DCS_58812,DCS_49007,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,58321,Y,2023-04-14 07:41:52.340,DCS_OrderDet.csv,
INVALID_FIELD:Foreign key external ID: dcs_71309 not found for field Order_Number__c in entity WorkOrder:--,138608,17,0.0,Akzo Nobel BR23 TGIC Polyester. JM255QF  55 pound box,,69654-05,Closed,???,DCS_216344,DCS_69654,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,138609,Y,2023-04-14 07:41:52.340,DCS_OrderDet.csv,2019-04-12
INVALID_FIELD:Foreign key external ID: dcs_71309 not found for field Order_Number__c in entity WorkOrder:--,138609,10,43.0,,,69803-01,Closed,???,DCS_216349,DCS_69803,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,138610,Y,2023-04-14 07:41:52.340,DCS_OrderDet.csv,2019-04-12
INVALID_FIELD:Foreign key external ID: dcs_71309 not found for field Order_Number__c in entity WorkOrder:--,138610,10,0.0,,,69803-02,Closed,???,DCS_216350,DCS_69803,02iDn000000AXurIAG,01uDn000003d5aFIAQ,POWDER,138611,Y,2023-04-14 07:41:52.340,DCS_OrderDet.csv,2019-04-12
