,SoldTo,ShipToName,ShipAddr1,ShipAddr2,ShipCity,ShipSt,ShipZIP,OrderNo,DateENT,Customer,PONum,ShipVia,TermsCode,FOB,E2_Customer_Key,E2_Customer_Key2,QuoteNo,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
659,Schuff Steel,Schuff Steel,"4320 E. Presidio St. Suite 111
",,Mesa,AZ,85215,SCC_1196,2019-02-06,Schuff Steel,3598-0015,,,FOB???,SCC_4907,SCC_4907,,660,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-02-12
660,Schuff Steel,Schuff Steel,"4320 E. Presidio St. Suite 111
",,Mesa,AZ,85215,SCC_1197,2019-02-06,Schuff Steel,3598-0001,,,FOB???,SCC_4907,SCC_4907,,661,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-02-12
661,Schuff Steel,Schuff Steel,"4320 E. Presidio St. Suite 111
",,Mesa,AZ,85215,SCC_1177,2019-01-14,Schuff Steel,Greenfield WRP PH3,,,FOB???,SCC_4907,SCC_4907,14367,662,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-03-18
662,Schuff Steel,Schuff Steel,"4320 E. Presidio St. Suite 111
",,Mesa,AZ,85215,SCC_1231,2019-04-01,Schuff Steel,Raiders Training Center,,,FOB???,SCC_4907,SCC_4907,,663,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-04-08
663,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2209 .,2023-01-11,Schuff Steel Company,3756-5008,,NET 30,FOB???,SCC_4907,SCC_4907,15260,664,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-02-20
664,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2506,2023-01-23,Schuff Steel Company,3798-5003,,NET 30,FOB???,SCC_4907,SCC_4907,15172,665,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-04-11
665,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2516,2023-01-30,Schuff Steel Company,3774-5006,,NET 30,FOB???,SCC_4907,SCC_4907,15173,666,Y,2023-04-13 13:30:26.237,SCC_Order.csv,
666,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_1700,2020-10-10,Schuff Steel Company,Notterra  Project Eyebradus,,NET 30,FOB???,SCC_4907,SCC_4907,,667,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-10-13
667,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_1697,2020-09-30,Schuff Steel Company,ASU-THUNDERBIRD PROJECT X1 STA,,NET 30,FOB???,SCC_4907,SCC_4907,,668,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-10-13
668,Schuff Steel,Schuff Steel,"4320 E. Presidio St. Suite 111
",,Mesa,AZ,85215,SCC_1174,2019-01-11,Schuff Steel,Greenfield WRP PH3,,,FOB???,SCC_4907,SCC_4907,14367,669,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-03-18
669,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2115,2021-12-22,Schuff Steel Company,3737-0368,,NET 30,FOB???,SCC_4907,SCC_4907,14919,670,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-01-26
670,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2109,2021-12-14,Schuff Steel Company,3694-0657,,NET 30,FOB???,SCC_4907,SCC_4907,14918,671,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-01-19
671,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2132,2022-01-27,Schuff Steel Company,3737-5008,,NET 30,FOB???,SCC_4907,SCC_4907,14919,672,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-04-27
672,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2209.,2022-07-14,Schuff Steel Company,3756-5008,,NET 30,FOB???,SCC_4907,SCC_4907,15059,673,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-12-19
673,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2209,2022-06-16,Schuff Steel Company,3756-5008,,NET 30,FOB???,SCC_4907,SCC_4907,15059,674,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-08-30
674,Schuff Steel,Schuff Steel,"4320 E. Presidio St. Suite 111
",,Mesa,AZ,85215,SCC_1093,2018-11-08,Schuff Steel,JOB#18283 LOAD11,,,FOB???,SCC_4907,SCC_4907,,675,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-11-27
675,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_2367,2022-09-15,Schuff Steel Company,3715-5004,,NET 30,FOB???,SCC_4907,SCC_4907,15115,676,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-10-10
676,Schuff Steel Company,Schuff Steel,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_1967,2021-06-10,Schuff Steel Company,,,NET 30,FOB???,SCC_4907,SCC_4907,14757,677,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-06-17
677,ADVANCED METAL SALES LLC,Advanced Metal Sales LLC,"21605 N 26th Ave
",,Phoenix,AZ,85027,SCC_1188,2019-01-25,ADVANCED METAL SALES LLC,T29496,,,FOB???,SCC_4908,SCC_4908,,678,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-01-28
678,ADVANCED METAL SALES LLC,Advanced Metal Sales LLC,"21605 N 26th Ave
",,Phoenix,AZ,85027,SCC_1220,2019-02-18,ADVANCED METAL SALES LLC,Job - T29496 Wash Troughs,,,FOB???,SCC_4908,SCC_4908,,679,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-03-14
679,ADVANCED METAL SALES LLC,Advanced Metal Sales LLC,"21605 N 26th Ave
",,Phoenix,AZ,85027,SCC_1222,2019-03-11,ADVANCED METAL SALES LLC,,,,FOB???,SCC_4908,SCC_4908,,680,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-03-22
680,ADVANCED METAL SALES LLC,Advanced Metal Sales LLC,"21605 N 26th Ave
",,Phoenix,AZ,85027,SCC_1246,2019-04-02,ADVANCED METAL SALES LLC,Palo Verde,,,FOB???,SCC_4908,SCC_4908,,681,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-04-18
681,ADVANCED METAL SALES LLC,Advanced Metal Sales LLC,"21605 N 26th Ave
",,Phoenix,AZ,85027,SCC_1146,2018-12-11,ADVANCED METAL SALES LLC,T29496,,,FOB???,SCC_4908,SCC_4908,,682,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-01-08
682,Advanced Metal Sales LLC,Advanced Metal Sales LLC,"21605 N 26th Ave
",,Phoenix,AZ,85027,SCC_1047,2018-09-21,Advanced Metal Sales LLC,N/A,,,FOB???,SCC_4908,SCC_4908,,683,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-10-05
683,Advanced Metal Sales LLC,Advanced Metal Sales LLC,"21605 N 26th Ave
",,Phoenix,AZ,85027,SCC_1062,2018-10-10,Advanced Metal Sales LLC,N/A,,,FOB???,SCC_4908,SCC_4908,,684,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-10-30
684,Alstate Steel,Alstate Steel,"5343 Mohave Street
",,Phoenix,AZ,85043,SCC_1078,2018-10-26,Alstate Steel,AZ-057-18,,,FOB???,SCC_4912,SCC_4912,,685,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
685,Alstate Steel,Alstate Steel,"5343 Mohave Street
",,Phoenix,AZ,85043,SCC_1077,2018-10-26,Alstate Steel,AZ-05718,,,FOB???,SCC_4912,SCC_4912,,686,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
686,Alstate Steel,Alstate Steel,"5343 Mohave Street
",,Phoenix,AZ,85043,SCC_1080,2018-10-29,Alstate Steel,AZ-057-18,,,FOB???,SCC_4912,SCC_4912,,687,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
687,Alstate Steel,Alstate Steel,"5343 Mohave Street
",,Phoenix,AZ,85043,SCC_1079,2018-10-26,Alstate Steel,AZ-057-18,,,FOB???,SCC_4912,SCC_4912,,688,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
688,Alstate Steel,Alstate Steel,"5343 Mohave Street
",,Phoenix,AZ,85043,SCC_1235,2019-04-11,Alstate Steel,Void,,,FOB???,SCC_4912,SCC_4912,,689,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
689,Alstate Steel,Alstate Steel,"5343 Mohave Street
",,Phoenix,AZ,85043,SCC_1195,2019-02-06,Alstate Steel,AZ-057-18,,,FOB???,SCC_4912,SCC_4912,14375,690,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
690,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1545,2020-04-09,Alstate Steel,AZ-040-19-Lot 1,,NET 30,FOB???,SCC_4912,SCC_4912,14607,691,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
691,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1542,2020-04-15,Alstate Steel,VOID,,NET 30,FOB???,SCC_4912,SCC_4912,,692,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
692,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1543,2020-04-15,Alstate Steel,VOID,,NET 30,FOB???,SCC_4912,SCC_4912,,693,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
693,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2486,2023-01-09,Alstate Steel,AZ-22-010,,NET 30,FOB???,SCC_4912,SCC_4912,15234,694,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-04-03
694,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1439,2019-12-31,Alstate Steel,19-053-47 Load 4,,NET 30,FOB???,SCC_4912,SCC_4912,14528,695,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
695,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1469,2020-01-15,Alstate Steel,AZ 19-053-57 Railyards,,NET 30,FOB???,SCC_4912,SCC_4912,14528,696,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
696,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2434,2022-11-30,Alstate Steel,AZ-22-0803,,NET 30,FOB???,SCC_4912,SCC_4912,15205,697,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-12-12
697,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1919,2021-04-26,Alstate Steel,BRIAN MORTIMORE AZ04019LOT1,Customer Truck,NET 30,FOB???,SCC_4912,SCC_4912,14668,698,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-05-04
698,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1911,2021-04-16,Alstate Steel,BRIAN MORTIMORE AZ-040-19 LOT1,,NET 30,FOB???,SCC_4912,SCC_4912,,699,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-04-27
699,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1900,2021-04-02,Alstate Steel,BRIAN MORTIMORE AZ-040-19 LOT1,,NET 30,FOB???,SCC_4912,SCC_4912,,700,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-04-20
700,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1906,2021-03-22,Alstate Steel,BRAIN MORTIMORE AZ-040-19 LOT1,,NET 30,FOB???,SCC_4912,SCC_4912,,701,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-04-20
701,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2175,2022-04-14,Alstate Steel,21-031-29,,NET 30,FOB???,SCC_4912,SCC_4912,15007,702,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-04-27
702,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2105,2021-12-10,Alstate Steel,AZ-21-058-3,,NET 30,FOB???,SCC_4912,SCC_4912,14910,703,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-12-29
703,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2097,2021-12-06,Alstate Steel,AZ-040-19-312,,NET 30,FOB???,SCC_4912,SCC_4912,14905,704,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-12-29
704,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2096,2021-12-06,Alstate Steel,AZ-040-19-312,,NET 30,FOB???,SCC_4912,SCC_4912,14904,705,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-12-23
705,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2027,2021-08-10,Alstate Steel,,,NET 30,FOB???,SCC_4912,SCC_4912,,706,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-09-15
706,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1765,2020-12-15,Alstate Steel,LOT1 FARMER ARTS JOBAZ-040-19,,NET 30,FOB???,SCC_4912,SCC_4912,,707,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-12-22
707,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2569,2023-03-24,Alstate Steel,AZ-21-032-76,,NET 30,FOB???,SCC_4912,SCC_4912,15350,708,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-04-03
708,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1773,2020-12-23,Alstate Steel,AZ-040-19/  BRIAN LOT 1 FARMER,,NET 30,FOB???,SCC_4912,SCC_4912,,709,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-12-29
709,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2076,2021-11-03,Alstate Steel,AZ-20-076-15,,NET 30,FOB???,SCC_4912,SCC_4912,14842,710,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-12-08
710,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2102,2021-12-07,Alstate Steel,AZ-21-031,,NET 30,FOB???,SCC_4912,SCC_4912,14911,711,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-12-15
711,Alstate Steel,Alstate Steel,"5343 Mohave Street
",,Phoenix,AZ,85043,SCC_1183,2019-01-21,Alstate Steel,AZ 057-18 Load 16,,,FOB???,SCC_4912,SCC_4912,,712,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-04-29
712,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1661,2020-08-21,Alstate Steel,Farmer Arts StoreFront Canopy,,NET 30,FOB???,SCC_4912,SCC_4912,14652,713,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-08-24
713,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1952,2021-05-25,Alstate Steel,BRIAN MORTIMORE,,NET 30,FOB???,SCC_4912,SCC_4912,,714,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-06-03
714,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1956,2021-06-02,Alstate Steel,,,NET 30,FOB???,SCC_4912,SCC_4912,14751,715,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-06-09
715,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2566,2023-03-23,Alstate Steel,AZ-21-032-76,,NET 30,FOB???,SCC_4912,SCC_4912,15347,716,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-04-03
716,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1893,2021-03-31,Alstate Steel,BRIAN MORTINORE FARMER ART AZ,Customer Truck,NET 30,FOB???,SCC_4912,SCC_4912,14668,717,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-04-12
717,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1905,2021-03-27,Alstate Steel,Farmer Art AZ 040-19,Customer Truck,NET 30,FOB???,SCC_4912,SCC_4912,14668,718,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-04-12
718,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1902,2021-04-07,Alstate Steel,BRIAN MORTINORE AZ-040-19-149,,NET 30,FOB???,SCC_4912,SCC_4912,14706,719,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-04-20
719,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1884,2021-02-27,Alstate Steel,BRIAN MORTIMORE,Customer Truck,NET 30,FOB???,SCC_4912,SCC_4912,14668,720,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-03-24
720,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1885,2021-03-10,Alstate Steel,BRIAN MORTIMARE,Customer Truck,NET 30,FOB???,SCC_4912,SCC_4912,14668,721,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-03-24
721,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1890,2021-03-26,Alstate Steel,Brian Mortimore Farmer Art AZ,,NET 30,FOB???,SCC_4912,SCC_4912,,722,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-03-31
722,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1869,2021-03-05,Alstate Steel,Brian Mortrinore AZ-040-19Lot1,,NET 30,FOB???,SCC_4912,SCC_4912,,723,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-03-17
723,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1705,2020-10-12,Alstate Steel,"AZ-040-19 LOT1 FARMERARTS40,43",,NET 30,FOB???,SCC_4912,SCC_4912,,724,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-10-21
724,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1601,2020-06-23,Alstate Steel,JOB: AZ-040-19 LOT 1 FARMER AR,,NET 30,FOB???,SCC_4912,SCC_4912,,725,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-07-03
725,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1686,2020-09-16,Alstate Steel,Job: AZ-040-19-Lot 1 Fmer Arts,,NET 30,FOB???,SCC_4912,SCC_4912,14680,726,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-09-29
726,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1679,2020-09-29,Alstate Steel,Job#AZ-040-19 Brian Mortimore,,NET 30,FOB???,SCC_4912,SCC_4912,14675,727,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-09-29
727,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1793,2021-01-04,Alstate Steel,AZ-040-19 LOT1 FARMER ARTS,,NET 30,FOB???,SCC_4912,SCC_4912,,728,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-01-12
728,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1750,2020-11-24,Alstate Steel,FARMER ARTS BRIAN MORTIMORE,,NET 30,FOB???,SCC_4912,SCC_4912,,729,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-12-11
729,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2140,2022-02-10,Alstate Steel,AZ-21-058,,NET 30,FOB???,SCC_4912,SCC_4912,,730,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-02-16
730,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2143,2022-02-14,Alstate Steel,22-003-1,,NET 30,FOB???,SCC_4912,SCC_4912,14946,731,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-03-16
731,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2145,2022-02-21,Alstate Steel,AZ-20-075-160,,NET 30,FOB???,SCC_4912,SCC_4912,14971,732,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-03-09
732,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2354,2022-09-10,Alstate Steel,AZ-22-055-7,,NET 30,FOB???,SCC_4912,SCC_4912,15136,733,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-09-19
733,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_2417,2022-11-08,Alstate Steel,AZ-22-02033,,NET 30,FOB???,SCC_4912,SCC_4912,15192,734,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-11-14
734,Alstate Steel,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_1557,2020-04-22,Alstate Steel,AZ-040-19-27,,NET 30,FOB???,SCC_4912,SCC_4912,14609,735,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-05-06
735,Tenshon,Tenshon,"8743 E. Pecos Rd. Suite #122
",,Mesa,AZ,85212,SCC_1100,2018-11-13,Tenshon,DC-2018-1,,NET 30,FOB???,SCC_4914,SCC_4914,14726,736,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-11-30
736,Tenshon,Tenshon,"8743 E. Pecos Rd. Suite #122
",,Mesa,AZ,85212,SCC_1101,2018-11-14,Tenshon,DC-2018-1 (BAHAMAS ),,NET 30,FOB???,SCC_4914,SCC_4914,14726,737,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-11-30
737,Tenshon,Tenshon,"8743 E. Pecos Rd. Suite #122
",,Mesa,AZ,85212,SCC_1071,2018-10-24,Tenshon,DC-2018-1,,NET 30,FOB???,SCC_4914,SCC_4914,,738,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-11-17
738,Tenshon,Tenshon,"8743 E. Pecos Rd. Suite #122
",,Mesa,AZ,85212,SCC_1069,2018-10-23,Tenshon,DC-2018-1 / BAHAMAS,,NET 30,FOB???,SCC_4914,SCC_4914,,739,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-11-13
739,Tenshon,Tenshon,"8743 E. Pecos Rd. Suite #122
",,Mesa,AZ,85212,SCC_1105,2018-11-15,Tenshon,DC2018-1,,NET 30,FOB???,SCC_4914,SCC_4914,14726,740,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-12-04
740,YELLOW JACKET DRILLING,YELLOW JACKET DRILLING,"P.O. BOX 801
",,Gilbert,AZ,85299,SCC_1090,2018-11-07,YELLOW JACKET DRILLING,49138,,DUE ON RECEI,FOB???,SCC_4915,SCC_4915,,741,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-12-11
741,YELLOW JACKET DRILLING,YELLOW JACKET DRILLING,"P.O. BOX 801
",,Gilbert,AZ,85299,SCC_1092,2018-11-08,YELLOW JACKET DRILLING,49138,,DUE ON RECEI,FOB???,SCC_4915,SCC_4915,,742,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2018-11-27
742,YELLOW JACKET DRILLING,YELLOW JACKET DRILLING,P.O. BOX 801,,Gilbert,AZ,85299,SCC_1657,2020-08-14,YELLOW JACKET DRILLING,64342,,NET 30,FOB???,SCC_4915,SCC_4915,,743,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-09-09
743,Yellow Jacket Drilling,YELLOW JACKET DRILLING,"3922 E University Dr, Suite 1",,Phoenix,AZ,85034,SCC_2204,2022-06-03,Yellow Jacket Drilling,75411,,DUE ON RECEI,FOB???,SCC_4915,SCC_4915,15063,744,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-06-16
744,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_2117,2021-12-20,DESERT COATING SOLUTION LLC,Flowserve WO 82384,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,745,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-12-23
745,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_2113,2021-12-17,DESERT COATING SOLUTION LLC,19582 Phx Pumps,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,746,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-12-29
746,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_2023,2021-08-03,DESERT COATING SOLUTION LLC,Misc 21,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,747,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-08-18
747,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_2015,2021-07-12,DESERT COATING SOLUTION LLC,,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,748,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-07-21
748,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_2016,2021-07-20,DESERT COATING SOLUTION LLC,WO 80483,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,749,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-07-29
749,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_1619,2020-07-03,DESERT COATING SOLUTION LLC,National Pump Aqua Fria,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,750,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-07-16
750,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_1978,2021-06-18,DESERT COATING SOLUTION LLC,,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,751,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-06-30
751,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_2001,2021-06-28,DESERT COATING SOLUTION LLC,wo#79990 79972,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,752,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-07-07
752,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_2002,2021-07-01,DESERT COATING SOLUTION LLC,WO# 80126 80103,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,753,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-07-07
753,DESERT COATING SOLUTION LLC,DESERT COATING SOLUTION LLC,,,,  ,,SCC_2003,2021-06-12,DESERT COATING SOLUTION LLC,WO#80103 &79990,,DUE ON RECEI,FOB???,SCC_4916,SCC_4916,,754,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2021-07-07
