,SoldTo,ShipToName,ShipAddr1,ShipAddr2,ShipCity,ShipSt,ShipZIP,OrderNo,DateENT,Customer,PONum,ShipVia,TermsCode,FOB,E2_Customer_Key,E2_Customer_Key2,QuoteNo,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate
367,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1170,2019-01-10,MILLING MACHINE (MMI),18063 Load 32,,NET 30,FOB???,SCC_4898,SCC_4898,,368,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-01-16
368,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1186,2019-01-23,MILLING MACHINE (MMI),18283 Load 15&16,,NET 30,FOB???,SCC_4898,SCC_4898,,369,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-02-12
369,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1156,2018-12-19,MILLING MACHINE (MMI),18284 Load 17,,NET 30,FOB???,SCC_4898,SCC_4898,,370,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-01-08
370,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1168,2019-01-08,MILLING MACHINE (MMI),18120 Load 24,,NET 30,FOB???,SCC_4898,SCC_4898,,371,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-01-10
371,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1180,2019-01-16,MILLING MACHINE (MMI),18063 Load 33,,NET 30,FOB???,SCC_4898,SCC_4898,,372,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-01-22
372,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1172,2019-01-11,MILLING MACHINE (MMI),19006 Load 1,,NET 30,FOB???,SCC_4898,SCC_4898,,373,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-01-22
373,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1214,2019-02-27,MILLING MACHINE (MMI),Job 19021 Load 1,,NET 30,FOB???,SCC_4898,SCC_4898,,374,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-03-11
374,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1225,2019-03-21,MILLING MACHINE (MMI),JOB 1901 LOAD#2,,NET 30,FOB???,SCC_4898,SCC_4898,,375,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-03-27
375,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1224,2019-03-20,MILLING MACHINE (MMI),Job 19071 Load#1,,NET 30,FOB???,SCC_4898,SCC_4898,,376,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-03-26
376,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1227,2019-03-25,MILLING MACHINE (MMI),JOB 19005 Load #3,,NET 30,FOB???,SCC_4898,SCC_4898,,377,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-03-28
377,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1262,2019-05-02,MILLING MACHINE (MMI),Job 19144,,NET 30,FOB???,SCC_4898,SCC_4898,,378,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-05-13
378,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1263,2019-05-09,MILLING MACHINE (MMI),Job 19005 Load 7,,NET 30,FOB???,SCC_4898,SCC_4898,,379,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-05-17
379,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1267,2019-05-14,MILLING MACHINE (MMI),Job 19005 Load 9,,NET 30,FOB???,SCC_4898,SCC_4898,,380,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-05-24
380,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1268,2019-05-14,MILLING MACHINE (MMI),JOB 19005 LOAD 10,,NET 30,FOB???,SCC_4898,SCC_4898,,381,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-06-12
381,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1269,2019-05-15,MILLING MACHINE (MMI),JOB 1905 LOAD 11,,NET 30,FOB???,SCC_4898,SCC_4898,,382,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-05-24
382,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1242,2019-04-12,MILLING MACHINE (MMI),JOB 19109 LOAD #2,,NET 30,FOB???,SCC_4898,SCC_4898,,383,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-04-18
383,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_1599,2020-06-15,MILLING MACHINE (MMI),job 20034 Load6,,NET 30,FOB???,SCC_4898,SCC_4898,,384,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-06-24
384,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_1582,2020-06-05,MILLING MACHINE (MMI),Job 19200 Load25,,NET 30,FOB???,SCC_4898,SCC_4898,,385,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-06-08
385,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_1583,2020-06-05,MILLING MACHINE (MMI),Job 20141 Load 13,,NET 30,FOB???,SCC_4898,SCC_4898,,386,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-06-16
386,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_1584,2020-06-05,MILLING MACHINE (MMI),JOB 20141 LOAD 13,,NET 30,FOB???,SCC_4898,SCC_4898,,387,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-06-16
387,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_1588,2020-06-08,MILLING MACHINE (MMI),JOB 19200 LOAD 26,,NET 30,FOB???,SCC_4898,SCC_4898,,388,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-06-16
388,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1230,2019-03-29,MILLING MACHINE (MMI),JOB 19071 Loads 4 & 5,,NET 30,FOB???,SCC_4898,SCC_4898,,389,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-04-01
389,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1223,2019-03-21,MILLING MACHINE (MMI),JOB 19056 LOAD #2,,NET 30,FOB???,SCC_4898,SCC_4898,,390,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-04-02
390,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1234,2019-04-02,MILLING MACHINE (MMI),JOB 18-264 LOAD #15,,NET 30,FOB???,SCC_4898,SCC_4898,,391,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-04-08
391,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1232,2019-04-01,MILLING MACHINE (MMI),JOB-19122,,NET 30,FOB???,SCC_4898,SCC_4898,,392,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-04-08
392,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1345,2019-08-15,MILLING MACHINE (MMI),JOB 19323,,NET 30,FOB???,SCC_4898,SCC_4898,,393,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-19
393,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1336,2019-08-06,MILLING MACHINE (MMI),JOB# 19005 LOAD 59,,NET 30,FOB???,SCC_4898,SCC_4898,,394,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-13
394,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1337,2019-08-07,MILLING MACHINE (MMI),19320,,NET 30,FOB???,SCC_4898,SCC_4898,,395,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-15
395,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1340,2019-08-12,MILLING MACHINE (MMI),JOB 19323,,NET 30,FOB???,SCC_4898,SCC_4898,,396,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-19
396,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1341,2019-08-13,MILLING MACHINE (MMI),JOB 17249,,NET 30,FOB???,SCC_4898,SCC_4898,,397,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-15
397,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1323,2019-07-15,MILLING MACHINE (MMI),19005 CIVES,,NET 30,FOB???,SCC_4898,SCC_4898,,398,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-07-15
398,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1315,2019-07-02,MILLING MACHINE (MMI),JOB#18363 LOAD 2,,NET 30,FOB???,SCC_4898,SCC_4898,,399,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-07-18
399,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1316,2019-07-02,MILLING MACHINE (MMI),JOB 18363 LOAD 2,,NET 30,FOB???,SCC_4898,SCC_4898,,400,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-07-18
400,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1317,2019-07-02,MILLING MACHINE (MMI),JOB 19005 LOAD #42,,NET 30,FOB???,SCC_4898,SCC_4898,,401,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-07-19
401,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1322,2019-07-17,MILLING MACHINE (MMI),VOID,,NET 30,FOB???,SCC_4898,SCC_4898,,402,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-07-19
402,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1321,2019-06-19,MILLING MACHINE (MMI),VOID,,NET 30,FOB???,SCC_4898,SCC_4898,,403,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-07-19
403,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1324,2019-07-13,MILLING MACHINE (MMI),VOID,,NET 30,FOB???,SCC_4898,SCC_4898,,404,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-07-19
404,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1331,2019-07-25,MILLING MACHINE (MMI),Job 19005 Load 49,,NET 30,FOB???,SCC_4898,SCC_4898,,405,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-01
405,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1329,2019-07-25,MILLING MACHINE (MMI),JOB 19005 LOAD 48,,NET 30,FOB???,SCC_4898,SCC_4898,,406,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-01
406,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1330,2019-07-25,MILLING MACHINE (MMI),JOB 19005 LOAD 48,,NET 30,FOB???,SCC_4898,SCC_4898,,407,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-01
407,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1332,2019-07-29,MILLING MACHINE (MMI),JOB 19005 LOAD 54,,NET 30,FOB???,SCC_4898,SCC_4898,,408,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-02
408,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1347,2019-08-22,MILLING MACHINE (MMI),Job 19301 Load 2,,NET 30,FOB???,SCC_4898,SCC_4898,,409,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-29
409,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1370,2019-10-04,MILLING MACHINE (MMI),JOB 19375,,NET 30,FOB???,SCC_4898,SCC_4898,,410,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-10-09
410,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1373,2019-10-09,MILLING MACHINE (MMI),Rework Job#19375,,NET 30,FOB???,SCC_4898,SCC_4898,,411,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-10-14
411,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1334,2019-07-31,MILLING MACHINE (MMI),Job 19005 Load 56&57,,NET 30,FOB???,SCC_4898,SCC_4898,,412,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-08-08
412,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1377,2019-10-14,MILLING MACHINE (MMI),JOB 19360 Load 1,,NET 30,FOB???,SCC_4898,SCC_4898,,413,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-10-22
413,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1369,2019-10-04,MILLING MACHINE (MMI),Job 19375,,NET 30,FOB???,SCC_4898,SCC_4898,,414,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-10-09
414,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1391,2019-11-04,MILLING MACHINE (MMI),JOB 19347,,NET 30,FOB???,SCC_4898,SCC_4898,,415,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-11-08
415,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1393,2019-11-05,MILLING MACHINE (MMI),Job 19347,,NET 30,FOB???,SCC_4898,SCC_4898,,416,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-11-08
416,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2464,2022-12-20,MMI Industrial & Steel,22546,,NET 30,FOB???,SCC_4898,SCC_4898,15231,417,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-12-27
417,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2453,2022-12-13,MMI Industrial & Steel,22808,,NET 30,FOB???,SCC_4898,SCC_4898,15217,418,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-12-19
418,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2459,2022-12-19,MMI Industrial & Steel,22083,,NET 30,FOB???,SCC_4898,SCC_4898,15224,419,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-12-27
419,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2457,2022-12-15,MMI Industrial & Steel,22509,,NET 30,FOB???,SCC_4898,SCC_4898,15219,420,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2022-12-19
420,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2475,2022-12-29,MMI Industrial & Steel,22083,,NET 30,FOB???,SCC_4898,SCC_4898,15237,421,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-01-03
421,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2478,2022-12-29,MMI Industrial & Steel,22088,,NET 30,FOB???,SCC_4898,SCC_4898,15240,422,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-02-20
422,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2476,2022-12-29,MMI Industrial & Steel,22523,,NET 30,FOB???,SCC_4898,SCC_4898,15238,423,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-01-03
423,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2483,2023-01-05,MMI Industrial & Steel,22497,,NET 30,FOB???,SCC_4898,SCC_4898,15252,424,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-01-18
424,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2481,2023-01-05,MMI Industrial & Steel,22107,,NET 30,FOB???,SCC_4898,SCC_4898,15250,425,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-01-16
425,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2482,2023-01-05,MMI Industrial & Steel,22083,,NET 30,FOB???,SCC_4898,SCC_4898,15249,426,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-01-09
426,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2508,2023-01-24,MMI Industrial & Steel,22083,,NET 30,FOB???,SCC_4898,SCC_4898,15249,427,Y,2023-04-13 13:30:26.237,SCC_Order.csv,
427,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2510,2023-01-24,MMI Industrial & Steel,22393,,NET 30,FOB???,SCC_4898,SCC_4898,15273,428,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-01-30
428,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2509,2023-01-24,MMI Industrial & Steel,22088,,NET 30,FOB???,SCC_4898,SCC_4898,,429,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-02-20
429,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2525,2023-02-06,MMI Industrial & Steel,23038,,NET 30,FOB???,SCC_4898,SCC_4898,15286,430,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-02-13
430,MMI Industrial & Steel,MMI Industrial & Steel,1042 S. Lewis,,Mesa,AZ,85210,SCC_2534,2023-02-20,MMI Industrial & Steel,22088,,NET 30,FOB???,SCC_4898,SCC_4898,15298,431,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2023-03-06
431,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1410,2019-11-18,MILLING MACHINE (MMI),Job 19348 Load#1,,NET 30,FOB???,SCC_4898,SCC_4898,,432,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-11-25
432,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1424,2019-11-18,MILLING MACHINE (MMI),Job 19348 Load 5,,NET 30,FOB???,SCC_4898,SCC_4898,,433,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-27
433,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1422,2019-11-18,MILLING MACHINE (MMI),Job 19348,,NET 30,FOB???,SCC_4898,SCC_4898,,434,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-10
434,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1423,2019-11-18,MILLING MACHINE (MMI),Job 19348,,NET 30,FOB???,SCC_4898,SCC_4898,,435,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-10
435,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1412,2019-11-18,MILLING MACHINE (MMI),JOB 19348 Load 3,,NET 30,FOB???,SCC_4898,SCC_4898,,436,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
436,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1413,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 3,,NET 30,FOB???,SCC_4898,SCC_4898,,437,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
437,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1414,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 3,,NET 30,FOB???,SCC_4898,SCC_4898,,438,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
438,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1415,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 3,,NET 30,FOB???,SCC_4898,SCC_4898,,439,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
439,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1425,2019-11-18,MILLING MACHINE (MMI),VOID,,NET 30,FOB???,SCC_4898,SCC_4898,,440,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-09
440,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1449,2019-11-20,MILLING MACHINE (MMI),JOB 19348 LOAD 7,,NET 30,FOB???,SCC_4898,SCC_4898,,441,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-27
441,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1460,2019-11-29,MILLING MACHINE (MMI),JOB 19348 LOAD 13 & 14,,NET 30,FOB???,SCC_4898,SCC_4898,,442,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
442,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1411,2019-11-18,MILLING MACHINE (MMI),JOB19348 LOAD 2,,NET 30,FOB???,SCC_4898,SCC_4898,,443,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-17
443,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1457,2019-11-28,MILLING MACHINE (MMI),JOB 19348 LOAD 12,,NET 30,FOB???,SCC_4898,SCC_4898,,444,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
444,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1458,2019-11-28,MILLING MACHINE (MMI),JOB 19348 LOAD 12,,NET 30,FOB???,SCC_4898,SCC_4898,,445,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
445,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1454,2019-11-26,MILLING MACHINE (MMI),JOB 19348 LOAD 10,,NET 30,FOB???,SCC_4898,SCC_4898,,446,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-17
446,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1455,2019-11-26,MILLING MACHINE (MMI),Job 19348 Load 10,,NET 30,FOB???,SCC_4898,SCC_4898,,447,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-17
447,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1456,2019-11-26,MILLING MACHINE (MMI),JOB 19348 LOAD 10,,NET 30,FOB???,SCC_4898,SCC_4898,,448,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-17
448,MILLING MACHINE (MMI),MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_1435,2019-12-23,MILLING MACHINE (MMI),Job 19200 Load #6,,NET 30,FOB???,SCC_4898,SCC_4898,,449,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2020-01-03
449,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1416,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 4,,NET 30,FOB???,SCC_4898,SCC_4898,,450,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
450,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1417,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 4,,NET 30,FOB???,SCC_4898,SCC_4898,,451,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
451,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1418,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 4,,NET 30,FOB???,SCC_4898,SCC_4898,,452,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
452,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1419,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 4,,NET 30,FOB???,SCC_4898,SCC_4898,,453,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
453,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1420,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 4,,NET 30,FOB???,SCC_4898,SCC_4898,,454,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
454,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1421,2019-11-18,MILLING MACHINE (MMI),JOB 19348 LOAD 4,,NET 30,FOB???,SCC_4898,SCC_4898,,455,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
455,MILLING MACHINE (MMI),MILLING MACHINE (MMI),"1042 S. Lewis
",,Mesa,AZ,85210,SCC_1450,2019-11-25,MILLING MACHINE (MMI),JOB 19348 LOAD 9,,NET 30,FOB???,SCC_4898,SCC_4898,,456,Y,2023-04-13 13:30:26.237,SCC_Order.csv,2019-12-23
