Error,,ItemNo,PartNo,Qty1,Price1,JobNo,JobNotes,QuoteNo,Status,Name,QuoteDet_ID,LookupValForOpp,WorkCode,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
INVALID_FIELD:Foreign key external ID: dcs_10553 not found for field E2_Quote_Key__c in entity Opportunity:--,2318,3,EPA,1.0,32.8,38436-03,,10541,WON,,DCS_2319,DCS_10541,DUMMY,2319,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10553 not found for field E2_Quote_Key__c in entity Opportunity:--,2319,1,GUARD RAILS,6.0,75.0,39521-01,,10542,WON,,DCS_2320,DCS_10542,POWDER,2320,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10553 not found for field E2_Quote_Key__c in entity Opportunity:--,2320,2,EPA FEE,1.0,25.25,39521-02,,10542,WON,,DCS_2321,DCS_10542,POWDER,2321,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10553 not found for field E2_Quote_Key__c in entity Opportunity:--,2321,3,GATE,1.0,55.0,39521-03,,10542,WON,,DCS_2322,DCS_10542,POWDER,2322,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10553 not found for field E2_Quote_Key__c in entity Opportunity:--,2322,1,SPOOL 4''X60'' FLGXFLG FBE,1.0,110.0,,,10543,EXP,Spool with two flanges 4''x60'' - Tape Flange Faces 3M 134 Inside and Out.  8 mi,DCS_2323,DCS_10543,POWDER,2323,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10553 not found for field E2_Quote_Key__c in entity Opportunity:--,2323,1,30 TON HVAC,1.0,10000.0,,,10544,EXP,"Power Wash, Sand, Primer, Top Coat",DCS_2324,DCS_10544,DUMMY,2324,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10553 not found for field E2_Quote_Key__c in entity Opportunity:--,2324,2,LARGE TEE'S,1.0,140.0,,,10544,EXP,6''-8'' Tee's,DCS_2325,DCS_10544,DUMMY,2325,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10553 not found for field E2_Quote_Key__c in entity Opportunity:--,2325,3,LARGE ELBOW,1.0,115.0,,,10544,EXP,6''-8'' Elbow,DCS_2326,DCS_10544,DUMMY,2326,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10597 not found for field E2_Quote_Key__c in entity Opportunity:--,2493,3,CUSTOM POWDER,1.0,840.0,39728.-03,,10585MO,WON,50 Pounds Mandarin Orange 2018-20,DCS_2494,DCS_10585MO,DUMMY,2494,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10608 not found for field E2_Quote_Key__c in entity Opportunity:--,2528,8,PANEL,4.0,43.0,39284-08,,10596,WON,"Balcony B--BP1, BP2 (2), BP3",DCS_2529,DCS_10596,POWDER,2529,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10608 not found for field E2_Quote_Key__c in entity Opportunity:--,2529,9,PANEL,3.0,8.0,39284-09,,10596,WON,"Balcony B--BP4, BP5, BP7",DCS_2530,DCS_10596,POWDER,2530,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10611 not found for field E2_Quote_Key__c in entity Opportunity:--,2537,17,PANEL,9.0,8.0,39284-17,,10596,WON,"S101--1P1,1P3, 1P4, 1P8, 1P12, 1P13, 1P16, 1P18, 1P19",DCS_2538,DCS_10596,POWDER,2538,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10634 not found for field E2_Quote_Key__c in entity Opportunity:--,2630,3,ARGENTO 314 METALLIC TIGER,3.0,0.0,38840-03,,10620,WON,Tiger Drylac Series 38 Argento 314 Metallic 038/90018 44 Pound Box,DCS_2631,DCS_10620,POWDER,2631,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10634 not found for field E2_Quote_Key__c in entity Opportunity:--,2631,4,GR533,3.0,0.0,38840-04,,10620,WON,Cardinal GR533 Epoxy Semi Gloss Smooth Gray Primer 50% Gloss,DCS_2632,DCS_10620,POWDER,2632,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10634 not found for field E2_Quote_Key__c in entity Opportunity:--,2632,5,EPA,1.0,10.6,38840-05,,10620,WON,,DCS_2633,DCS_10620,POWDER,2633,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10725 not found for field E2_Quote_Key__c in entity Opportunity:--,2901,1,HOOK 1 BURN ITC,100.0,1.25,40578-01,,10707,WON,ITC Hook #1 Burn Off,DCS_2902,DCS_10707,DUMMY,2902,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10725 not found for field E2_Quote_Key__c in entity Opportunity:--,2902,1,SAMPLE T,1.0,0.0,39406-01,,10708,WON,,DCS_2903,DCS_10708,DUMMY,2903,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10740 not found for field E2_Quote_Key__c in entity Opportunity:--,2954,2,BEAMS,12.0,74.62,,,10721,EXP,14' Long Beams,DCS_2955,DCS_10721,DUMMY,2955,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10740 not found for field E2_Quote_Key__c in entity Opportunity:--,2955,3,BEAMS,18.0,66.6,,,10721,EXP,12'-1/2'' Long Beams,DCS_2956,DCS_10721,DUMMY,2956,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10972 not found for field E2_Quote_Key__c in entity Opportunity:--,3804,1,STEEL FRAMES,1.0,150.0,,,10938,EXP,4'x4'x6',DCS_3805,DCS_10938,POWDER,3805,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10972 not found for field E2_Quote_Key__c in entity Opportunity:--,3805,2,MISC PCS,2.0,5.0,,,10938,EXP,,DCS_3806,DCS_10938,POWDER,3806,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11066 not found for field E2_Quote_Key__c in entity Opportunity:--,4227,1,GAL606 K-ZELL,20.0,3.0,,,11033,EXP,"Welding Assembly Lifting Lug Safety Yellow Blast and COat
INVALID_FIELD:Foreign key external ID: dcs_11066 not found for field E2_Quote_Key__c in entity Opportunity:--,Clarcor",DCS_4228,DCS_11033,DUMMY,4228,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11067 not found for field E2_Quote_Key__c in entity Opportunity:--,4228,2,GBZ411 K-ZELL,40.0,1.5,,,11033,EXP,"Shipping Bracket 2''x10.5'' Safety Yellow
INVALID_FIELD:Foreign key external ID: dcs_11067 not found for field E2_Quote_Key__c in entity Opportunity:--,Clarcor",DCS_4229,DCS_11033,DUMMY,4229,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11067 not found for field E2_Quote_Key__c in entity Opportunity:--,4229,3,EPA,1.0,6.0,,,11033,EXP,,DCS_4230,DCS_11033,DUMMY,4230,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11073 not found for field E2_Quote_Key__c in entity Opportunity:--,4253,4,PLATE 39''X33-5/8'',92.0,14.0,18002-04,,11037,WON,,DCS_4254,DCS_11037,DUMMY,4254,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11073 not found for field E2_Quote_Key__c in entity Opportunity:--,4254,5,PLATE 7''X33-1/2'',92.0,5.0,18002-05,,11037,WON,,DCS_4255,DCS_11037,DUMMY,4255,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11073 not found for field E2_Quote_Key__c in entity Opportunity:--,4255,6,PLATE 6-7/8''X33-1/2'',92.0,5.0,18002-06,,11037,WON,,DCS_4256,DCS_11037,DUMMY,4256,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11073 not found for field E2_Quote_Key__c in entity Opportunity:--,4256,7,CL02,300.0,0.0,18002-07,,11037,WON,Cardinal CL02 20% Gloss Clear TGIC 40 pound box,DCS_4257,DCS_11037,POWDER,4257,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11073 not found for field E2_Quote_Key__c in entity Opportunity:--,4257,1,PLATE 39-3/4''X92'',92.0,33.3,41502-01,,11037V2,WON,,DCS_4258,DCS_11037V2,DUMMY,4258,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11074 not found for field E2_Quote_Key__c in entity Opportunity:--,4258,2,PLATE 40''X22-3/8'',92.0,9.5,41502-02,,11037V2,WON,,DCS_4259,DCS_11037V2,POWDER,4259,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11074 not found for field E2_Quote_Key__c in entity Opportunity:--,4259,3,PLATE 40''X22-5/8'',92.0,9.5,41502-03,,11037V2,WON,,DCS_4260,DCS_11037V2,POWDER,4260,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11074 not found for field E2_Quote_Key__c in entity Opportunity:--,4260,4,PLATE 39''X15-5/8'',92.0,6.5,41502-04,,11037V2,WON,,DCS_4261,DCS_11037V2,POWDER,4261,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11074 not found for field E2_Quote_Key__c in entity Opportunity:--,4261,5,PLATE 7''X21-1/2'',92.0,5.0,41502-05,,11037V2,WON,,DCS_4262,DCS_11037V2,POWDER,4262,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11077 not found for field E2_Quote_Key__c in entity Opportunity:--,4264,3,C10 CUSTOM TABLE,4.0,66.0,,,11038MS,EXP,"12'x3' Custom Table
INVALID_FIELD:Foreign key external ID: dcs_11077 not found for field E2_Quote_Key__c in entity Opportunity:--,",DCS_4265,DCS_11038MS,POWDER,4265,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11100 not found for field E2_Quote_Key__c in entity Opportunity:--,4386,3,MASKING,1.0,100.0,41913-03,,11064,WON,,DCS_4387,DCS_11064,POWDER,4387,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11100 not found for field E2_Quote_Key__c in entity Opportunity:--,4387,4,PICK UP,1.0,75.0,41913-04,,11064,WON,Desert Powder 24' Flat Bed Truck Pick Up,DCS_4388,DCS_11064,POWDER,4388,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4433,1,DELLS PANELS,26.0,85.0,,,11075,EXP,10' x 24'' x 8'' x8''  C-Shaped Panel,DCS_4434,DCS_11075,POWDER,4434,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4434,2,EPA FEE,1.0,110.5,,,11075,EXP,,DCS_4435,DCS_11075,POWDER,4435,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4435,1,POST 2''X2''X12' CENTERLINE,200.0,10.0,,,11076,EXP,POST 2''X2''X12' CENTERLINE    No Blast Standard Color,DCS_4436,DCS_11076,DUMMY,4436,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4436,1,ART PANEL,1.0,1300.0,,,11077,EXP,"9' x 8' x 6' 4,000 lbs.",DCS_4437,DCS_11077,DUMMY,4437,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4437,2,PRIMER COAT,1.0,500.0,,,11077,EXP,Optional,DCS_4438,DCS_11077,DUMMY,4438,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4438,1,PERFORATED PANEL 107''X50'',2.0,175.0,41667-01,,11078,WON,,DCS_4439,DCS_11078,POWDER,4439,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4439,2,BENGAL SILVER TIGER,10.0,0.0,41667-02,,11078,WON,Tiger Drylac Series 49 Bengal Silver 049/99999 44 Pound Box,DCS_4440,DCS_11078,POWDER,4440,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4440,3,EPA,1.0,17.5,41667-03,,11078,WON,,DCS_4441,DCS_11078,POWDER,4441,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4441,1,TUBE 3''X1.5''X20',100.0,2.0,,,11079,EXP,,DCS_4442,DCS_11079,DUMMY,4442,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11114 not found for field E2_Quote_Key__c in entity Opportunity:--,4442,2,POST 4''X2.5''X3.5',23.0,12.0,,,11079,EXP,,DCS_4443,DCS_11079,DUMMY,4443,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11191 not found for field E2_Quote_Key__c in entity Opportunity:--,5254,353,HOOP 6.5''X17',1.0,89.25,,,11157,EXP,6.5''x17' Round Shade Hoop.  Blast and Coat,DCS_5255,DCS_11157,DUMMY,5255,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11191 not found for field E2_Quote_Key__c in entity Opportunity:--,5255,354,HOOP 6.5''X18',1.0,94.5,,,11157,EXP,6.5''x18' Round Shade Hoop.  Blast and Coat,DCS_5256,DCS_11157,DUMMY,5256,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11191 not found for field E2_Quote_Key__c in entity Opportunity:--,5256,355,HOOP 6.5''X19',1.0,99.75,,,11157,EXP,6.5''x19' Round Shade Hoop.  Blast and Coat,DCS_5257,DCS_11157,DUMMY,5257,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11191 not found for field E2_Quote_Key__c in entity Opportunity:--,5257,356,HOOP 6.5''X20',1.0,105.0,,,11157,EXP,6.5''x20' Round Shade Hoop.  Blast and Coat,DCS_5258,DCS_11157,DUMMY,5258,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11191 not found for field E2_Quote_Key__c in entity Opportunity:--,5258,357,HOOP 6.5''X21',1.0,110.25,,,11157,EXP,6.5''x21' Round Shade Hoop.  Blast and Coat,DCS_5259,DCS_11157,DUMMY,5259,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11205 not found for field E2_Quote_Key__c in entity Opportunity:--,5316,3,ALUM PLT 200C-3 2.5''X10.5'',2.0,3.0,42381-03,,11160,WON,,DCS_5317,DCS_11160,POWDER,5317,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11205 not found for field E2_Quote_Key__c in entity Opportunity:--,5317,4,ALUM PLT 200C-2 13''X76.5'',1.0,20.0,42381-04,,11160,WON,,DCS_5318,DCS_11160,POWDER,5318,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11205 not found for field E2_Quote_Key__c in entity Opportunity:--,5318,5,ALUM PLT 200C-2A 8''X76.5'',1.0,13.0,42381-05,,11160,WON,,DCS_5319,DCS_11160,POWDER,5319,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11205 not found for field E2_Quote_Key__c in entity Opportunity:--,5319,6,ALUM C 200G-2,1.0,5.0,,,11160,EXP,,DCS_5320,DCS_11160,POWDER,5320,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11205 not found for field E2_Quote_Key__c in entity Opportunity:--,5320,7,ALUM C 200G-1,1.0,8.0,,,11160,EXP,,DCS_5321,DCS_11160,POWDER,5321,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11205 not found for field E2_Quote_Key__c in entity Opportunity:--,5321,8,EPA,1.0,22.6,42381-06,,11160,WON,,DCS_5322,DCS_11160,POWDER,5322,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11232 not found for field E2_Quote_Key__c in entity Opportunity:--,Part A and Part B, 2 or 10 G",DCS_5429,DCS_11188,DUMMY,5427,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11232 not found for field E2_Quote_Key__c in entity Opportunity:--,5429,3,SERIES 73 TNEMEC SAFETY PURPLE,1.0,100.0,,,11188,EXP,"Tnemec Series 73 Acrylic Polyurethane Safety Purple 14SF (Purple Rain)
INVALID_FIELD:Foreign key external ID: dcs_11232 not found for field E2_Quote_Key__c in entity Opportunity:--,",DCS_5430,DCS_11188,DUMMY,5428,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11232 not found for field E2_Quote_Key__c in entity Opportunity:--,5430,1,CATCH TRAY ASSY 33X56X40,1.0,100.0,,,11189,EXP,,DCS_5431,DCS_11189,POWDER,5429,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11232 not found for field E2_Quote_Key__c in entity Opportunity:--,5431,2,EPA,1.0,5.0,,,11189,EXP,,DCS_5432,DCS_11189,POWDER,5430,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11232 not found for field E2_Quote_Key__c in entity Opportunity:--,5432,3,BK08,3.0,0.0,,,11189,EXP,Cardinal BK08 TGIC Polyester Black 20% Smooth,DCS_5433,DCS_11189,POWDER,5431,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11232 not found for field E2_Quote_Key__c in entity Opportunity:--,5433,1,ALUM PLATE .5''X24''X16'',1.0,100.0,,,11190,EXP,,DCS_5434,DCS_11190,POWDER,5432,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11232 not found for field E2_Quote_Key__c in entity Opportunity:--,5434,2,WH08,1.0,0.0,,,11190,EXP,Cardinal WH08 Matte Polyester. 50 pound box,DCS_5435,DCS_11190,POWDER,5433,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11241 not found for field E2_Quote_Key__c in entity Opportunity:--,5483,1,HVAC COVER SMALL,44.0,56.0,42662-02,,11201,WON,12''x54''x24'',DCS_5484,DCS_11201,POWDER,5482,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11241 not found for field E2_Quote_Key__c in entity Opportunity:--,5484,2,HVAC COVER LARGE,8.0,112.0,42662-03,,11201,WON,12''x54''x24'',DCS_5485,DCS_11201,POWDER,5483,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11241 not found for field E2_Quote_Key__c in entity Opportunity:--,5485,3,EPA,1.0,168.0,42662-04,,11201,WON,,DCS_5486,DCS_11201,POWDER,5484,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11248 not found for field E2_Quote_Key__c in entity Opportunity:--,",DCS_5513,DCS_11208MS,POWDER,5511,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11248 not found for field E2_Quote_Key__c in entity Opportunity:--,5513,5,TABLE FRAMES,16.0,30.0,,,11208MS,EXP,"Color - WH 01
INVALID_FIELD:Foreign key external ID: dcs_11248 not found for field E2_Quote_Key__c in entity Opportunity:--,Curved 20' x 16 x 34",DCS_5514,DCS_11208MS,POWDER,5512,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11264 not found for field E2_Quote_Key__c in entity Opportunity:--,5590,2,PIPE RAILING DOUBLE 21',3.0,126.0,,,11222,EXP,Pipe Railing Double Bar Blast and Coat Standard Color,DCS_5591,DCS_11222,DUMMY,5589,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11264 not found for field E2_Quote_Key__c in entity Opportunity:--,5591,3,PIPE RAILING DOUBLE 22',1.0,132.0,,,11222,EXP,Pipe Railing Double Bar Blast and Coat Standard Color,DCS_5592,DCS_11222,DUMMY,5590,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11264 not found for field E2_Quote_Key__c in entity Opportunity:--,5592,4,PIPE RAILING DOUBLE 7',4.0,42.0,,,11222,EXP,Pipe Railing Double Bar Blast and Coat Standard Color,DCS_5593,DCS_11222,DUMMY,5591,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11264 not found for field E2_Quote_Key__c in entity Opportunity:--,5593,5,CUSTOM POWDER,1.0,1000.0,,,11222,EXP,50 Pounds of Custom Powder to Match ''Nutmeg''   Optional,DCS_5594,DCS_11222,DUMMY,5592,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11264 not found for field E2_Quote_Key__c in entity Opportunity:--,5594,1,STEEL GUARDRAIL 42''X120'',75.0,85.0,,,11223,EXP,,DCS_5595,DCS_11223,DUMMY,5593,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11286 not found for field E2_Quote_Key__c in entity Opportunity:--,5676,1,WELDED WIRE 2'X6',20.0,24.0,,,11241,EXP,"Welded Wire 2'x6' 4'' spacing, Blast and Powder Coat.",DCS_5677,DCS_11241,DUMMY,5675,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11286 not found for field E2_Quote_Key__c in entity Opportunity:--,5677,2,WELDED WIRE 5'X6',20.0,60.0,,,11241,EXP,"Welded Wire 5'x6' 4'' spacing, Blast and Powder Coat.",DCS_5678,DCS_11241,DUMMY,5676,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11286 not found for field E2_Quote_Key__c in entity Opportunity:--,5678,3,RAIL BLACK AXALTA,40.0,0.0,,,11241,EXP,Axalta Rail Black HFB603S5 Polyester 50 Pound Box,DCS_5679,DCS_11241,DUMMY,5677,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11288 not found for field E2_Quote_Key__c in entity Opportunity:--,6 pcs MP10256 E",DCS_5682,DCS_11242,POWDER,5680,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11293 not found for field E2_Quote_Key__c in entity Opportunity:--,Col",DCS_5711,DCS_11249,DUMMY,5709,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11293 not found for field E2_Quote_Key__c in entity Opportunity:--,5711,2,SERIES 750-UVX TNEMEC,22.0,165.0,,,11249,EXP,Tnemec 750-UVX Polyfunctional Hybrid Urethane Semi Gloss,DCS_5712,DCS_11249,DUMMY,5710,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11293 not found for field E2_Quote_Key__c in entity Opportunity:--,5712,3,SERIES 94-H20 TNEMEC,22.0,100.0,,,11249,EXP,"Tnemec Series 90-97 Greenish-gray Aromatic Urethane, Zinc-Rich Moisture Cured
INVALID_FIELD:Foreign key external ID: dcs_11293 not found for field E2_Quote_Key__c in entity Opportunity:--,",DCS_5713,DCS_11249,DUMMY,5711,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11293 not found for field E2_Quote_Key__c in entity Opportunity:--,5713,4,MARANA AWNING COLUMN CRS,11.0,156.0,,,11249,EXP,10''x10''x13',DCS_5714,DCS_11249,DUMMY,5712,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_11296 not found for field E2_Quote_Key__c in entity Opportunity:--,5720,4,BG16,2.0,0.0,43880-03,,11250,WON,Cardinal BG16 TGIC Beige 50 Pound Box,DCS_5721,DCS_11250,DUMMY,5719,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
