Error,,ItemNo,PartNo,Qty1,Price1,JobNo,JobNotes,QuoteNo,Status,Name,QuoteDet_ID,LookupValForOpp,WorkCode,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
INVALID_FIELD:Foreign key external ID: dcs_10044 not found for field E2_Quote_Key__c in entity Opportunity:--,148,2,EPA,1.0,75.0,10659/38885-02,,10043,WON,,DCS_149,DCS_10043,DUMMY,149,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10056 not found for field E2_Quote_Key__c in entity Opportunity:--,214,4,REMOVEABLE COVER,1.0,271.35,,,10053,EXP,16 Plates,DCS_215,DCS_10053,DUMMY,215,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10056 not found for field E2_Quote_Key__c in entity Opportunity:--,215,5,BOTTOM PLATES,1.0,465.75,,,10053,EXP,1 Plate,DCS_216,DCS_10053,DUMMY,216,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10056 not found for field E2_Quote_Key__c in entity Opportunity:--,216,6,EPA,1.0,495.75,,,10053,EXP,,DCS_217,DCS_10053,DUMMY,217,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10056 not found for field E2_Quote_Key__c in entity Opportunity:--,217,1,CORNERS,4.0,50.0,,,10054,EXP,,DCS_218,DCS_10054,DUMMY,218,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10056 not found for field E2_Quote_Key__c in entity Opportunity:--,218,2,STRAIGHT MOLDING 10',6.0,50.0,,,10054,EXP,,DCS_219,DCS_10054,DUMMY,219,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,219,3,EPA,1.0,25.0,,,10054,EXP,,DCS_220,DCS_10054,DUMMY,220,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,220,1,BED FRAME,1.0,300.0,11474-01,,10055,WON,4 Piece Bed Frame oil rubbed bronze 69/60040,DCS_221,DCS_10055,DUMMY,221,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,221,1,1 3/8'' X 10'6'',0.0,0.0,,,10056,,,DCS_222,DCS_10056,DUMMY,222,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,222,2,1 3/8'' X 21',0.0,0.0,,,10056,,,DCS_223,DCS_10056,DUMMY,223,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,223,3,1 5/8'' X 6',0.0,0.0,,,10056,,,DCS_224,DCS_10056,DUMMY,224,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,224,4,1 5/8'' X 7',0.0,0.0,,,10056,,,DCS_225,DCS_10056,DUMMY,225,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,225,5,1 3/8'' X 21',0.0,0.0,,,10056,,,DCS_226,DCS_10056,DUMMY,226,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,226,1,1 3/8'' X 10'6'',1.0,11.03,,,10057,EXP,"Any Stock Color, 17 GA",DCS_227,DCS_10057,DUMMY,227,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,227,2,1 3/8'' X 21',1.0,22.05,,,10057,EXP,"Any Sock Color, 17 GA and 16 GA",DCS_228,DCS_10057,DUMMY,228,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,228,3,1 5/8'' X 6',1.0,6.3,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_229,DCS_10057,DUMMY,229,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,229,4,1 5/8'' X 7',1.0,7.35,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_230,DCS_10057,DUMMY,230,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,230,5,1 5/8'' X 8',1.0,8.4,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_231,DCS_10057,DUMMY,231,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,231,6,1 5/8'' X 10'6'',1.0,11.03,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_232,DCS_10057,DUMMY,232,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,232,7,1 5/8'' X 21',1.0,22.05,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_233,DCS_10057,DUMMY,233,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,233,8,1 5/8'' X 21',1.0,26.46,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_234,DCS_10057,DUMMY,234,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,234,9,1 5/8'' X 24',1.0,25.2,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_235,DCS_10057,DUMMY,235,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,235,10,1 5/8'' X 24',1.0,30.24,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_236,DCS_10057,DUMMY,236,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,236,11,1 7/8'' X 5'6'',1.0,5.78,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_237,DCS_10057,DUMMY,237,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,237,12,1 7/8'' X 6'6'',1.0,6.83,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_238,DCS_10057,DUMMY,238,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,238,13,1 7/8'' X 6',1.0,6.3,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_239,DCS_10057,DUMMY,239,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,239,14,1 7/8'' X 6',1.0,7.56,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_240,DCS_10057,DUMMY,240,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,240,15,1 7/8'' X 7'6'',1.0,7.98,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_241,DCS_10057,DUMMY,241,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,241,16,1 7/8'' X 7',1.0,7.35,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_242,DCS_10057,DUMMY,242,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,242,17,1 7/8'' X 7',1.0,8.82,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_243,DCS_10057,DUMMY,243,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,243,18,1 7/8'' X 8'6'',1.0,8.93,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_244,DCS_10057,DUMMY,244,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,244,19,1 7/8'' X 8',1.0,8.4,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_245,DCS_10057,DUMMY,245,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,245,20,1 7/8'' X 8',1.0,10.08,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_246,DCS_10057,DUMMY,246,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,246,21,1 7/8'' X 9'6'',1.0,9.98,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_247,DCS_10057,DUMMY,247,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,247,22,1 7/8'' X 10'6'',1.0,11.03,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_248,DCS_10057,DUMMY,248,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,248,23,1 7/8'' X 18',1.0,22.68,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_249,DCS_10057,DUMMY,249,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,249,24,1 7/8'' X 21',1.0,22.05,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_250,DCS_10057,DUMMY,250,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,250,25,1 7/8'' X 21',1.0,26.46,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_251,DCS_10057,DUMMY,251,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,251,26,1 7/8'' X 24',1.0,25.2,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_252,DCS_10057,DUMMY,252,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,252,27,1 7/8'' X 24',1.0,30.24,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_253,DCS_10057,DUMMY,253,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,253,28,2 3/8''X 6'6'',1.0,6.83,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_254,DCS_10057,DUMMY,254,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,254,29,2 3/8''X 6',1.0,6.3,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_255,DCS_10057,DUMMY,255,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,255,30,2 3/8''X 6',1.0,8.19,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_256,DCS_10057,DUMMY,256,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,256,31,2 3/8''X 7'6'',1.0,7.88,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_257,DCS_10057,DUMMY,257,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,257,32,2 3/8''X 7'6'',1.0,9.45,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_258,DCS_10057,DUMMY,258,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,258,33,2 3/8''X 7',1.0,7.35,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_259,DCS_10057,DUMMY,259,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,259,34,2 3/8''X 7',1.0,8.82,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_260,DCS_10057,DUMMY,260,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,260,35,2 3/8''X 8'6'',1.0,8.93,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_261,DCS_10057,DUMMY,261,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,261,36,2 3/8''X 8',1.0,8.4,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_262,DCS_10057,DUMMY,262,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,262,37,2 3/8''X 8',1.0,10.08,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_263,DCS_10057,DUMMY,263,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,263,38,2 3/8''X 9'6'',1.0,9.98,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_264,DCS_10057,DUMMY,264,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,264,39,2 3/8''X 9',1.0,11.34,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_265,DCS_10057,DUMMY,265,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,265,40,2 3/8''X 8',1.0,8.4,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_266,DCS_10057,DUMMY,266,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,266,41,2 3/8''X 10'6'',1.0,13.36,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_267,DCS_10057,DUMMY,267,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,267,42,2 3/8''X 10',1.0,12.6,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_268,DCS_10057,DUMMY,268,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,268,43,2 3/8''X 11',1.0,13.86,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_269,DCS_10057,DUMMY,269,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,269,44,2 3/8''X 12',1.0,15.12,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_270,DCS_10057,DUMMY,270,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,270,45,2 3/8''X 13',1.0,16.38,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_271,DCS_10057,DUMMY,271,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,271,46,2 3/8''X 16',1.0,20.16,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_272,DCS_10057,DUMMY,272,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,272,47,2 3/8''X 18',1.0,22.68,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_273,DCS_10057,DUMMY,273,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,273,48,2 3/8''X 21',1.0,22.05,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_274,DCS_10057,DUMMY,274,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,274,49,2 3/8''X 21',1.0,26.46,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_275,DCS_10057,DUMMY,275,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,275,50,2 3/8''X 24',1.0,25.2,,,10057,EXP,Any Stock Color 17 GA and 16 GA,DCS_276,DCS_10057,DUMMY,276,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,276,51,2 3/8''X 24',1.0,30.24,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_277,DCS_10057,DUMMY,277,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,277,52,2 7/8''X 7',1.0,8.82,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_278,DCS_10057,DUMMY,278,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,278,53,2 7/8''X 8',1.0,10.08,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_279,DCS_10057,DUMMY,279,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,279,54,2 7/8''X 9',1.0,11.34,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_280,DCS_10057,DUMMY,280,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,280,55,2 7/8''X 10'6'',1.0,13.23,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_281,DCS_10057,DUMMY,281,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,281,56,2 7/8''X 11',1.0,13.86,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_282,DCS_10057,DUMMY,282,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,282,57,2 7/8''X 12',1.0,15.12,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_283,DCS_10057,DUMMY,283,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,283,58,2 7/8''X 13'6'',1.0,17.01,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_284,DCS_10057,DUMMY,284,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,284,59,2 7/8''X 13',1.0,16.38,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_285,DCS_10057,DUMMY,285,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,285,60,2 7/8''X 16',1.0,20.16,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_286,DCS_10057,DUMMY,286,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,286,61,2 7/8''X 18',1.0,22.68,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_287,DCS_10057,DUMMY,287,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,287,62,2 7/8''X 21',1.0,26.46,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_288,DCS_10057,DUMMY,288,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,288,63,2 7/8''X 24',1.0,30.24,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_289,DCS_10057,DUMMY,289,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,289,64,3 1/2'' X 8',1.0,12.0,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_290,DCS_10057,DUMMY,290,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,290,65,3 1/2'' X 9',1.0,13.5,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_291,DCS_10057,DUMMY,291,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,291,66,3 1/2'' X 17'6'',1.0,26.25,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_292,DCS_10057,DUMMY,292,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10057 not found for field E2_Quote_Key__c in entity Opportunity:--,292,67,3 1/2'' X 24',1.0,36.0,,,10057,EXP,"Any Stock Color AP-15, AP20, AP-30, AP40",DCS_293,DCS_10057,DUMMY,293,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10062 not found for field E2_Quote_Key__c in entity Opportunity:--,308,2,BULLET TRASH CAN 30''X26'',15.0,80.0,,,10060,EXP,Blast and Recoat,DCS_309,DCS_10060,DUMMY,309,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10062 not found for field E2_Quote_Key__c in entity Opportunity:--,309,3,EPA,1.0,120.0,,,10060,EXP,,DCS_310,DCS_10060,DUMMY,310,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10062 not found for field E2_Quote_Key__c in entity Opportunity:--,310,1,COLUMN 4''X4''X11',1.0,35.75,,,10061,EXP,Detail 1,DCS_311,DCS_10061,DUMMY,311,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10062 not found for field E2_Quote_Key__c in entity Opportunity:--,311,2,COLUMN 6''X6''X10.5',1.0,44.63,,,10061,EXP,Detail 7,DCS_312,DCS_10061,DUMMY,312,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
INVALID_FIELD:Foreign key external ID: dcs_10062 not found for field E2_Quote_Key__c in entity Opportunity:--,312,3,BEAM 12''X4''X26',1.0,175.0,,,10061,EXP,B1,DCS_313,DCS_10061,DUMMY,313,Y,2023-04-18 09:02:22.550,DCS_QuoteDet.csv,,DESERT
