Error,,APContact,BAddr1,BAddr2,BCity,BState,BZIPCode,Phone,Website,CustName,CustCode,CustCode_ID,PreviousModDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,LoadForCompany
DUPLICATES_DETECTED:Use one of these records?:--,6559,,3530 E. Atlanta Ave.,,Phoenix,AZ,85040,480-878-2512,,True Metal Solutions,TRUE METAL S,DCS_6996,,6892,Y,2023-05-23 06:00:11.210,DCS_Customer.csv,DESERT
